Suburb,Month,Year,avg_price,
THE BASIN,1,2017,1791429,January
THE BASIN,1,2016,1712000,January
THE BASIN,2,2017,675298,February
THE BASIN,2,2016,674621,February
THE BASIN,3,2017,1089590,March
THE BASIN,3,2016,1058908,March
THE BASIN,4,2016,892250,April
THE BASIN,4,2017,892250,April
THE BASIN,5,2016,922396,May
THE BASIN,5,2017,922396,May
THE BASIN,6,2016,891382,June
THE BASIN,6,2017,891382,June
THE BASIN,7,2016,938753,July
THE BASIN,7,2017,938753,July
THE BASIN,8,2016,861333,August
THE BASIN,8,2017,715208,August
THE BASIN,9,2016,1016249,September
THE BASIN,9,2017,936363,September
THE BASIN,10,2016,925467,October
THE BASIN,10,2017,925467,October
THE BASIN,11,2016,505797,November
THE BASIN,11,2017,505797,November
THE BASIN,12,2016,655000,December
THE BASIN,12,2017,655000,December
THOMASTOWN,1,2016,1495897,January
THOMASTOWN,1,2017,1495897,January
THOMASTOWN,2,2016,940907,February
THOMASTOWN,2,2017,940907,February
THOMASTOWN,3,2016,573750,March
THOMASTOWN,3,2017,573750,March
THOMASTOWN,4,2016,709506,April
THOMASTOWN,4,2017,709506,April
THOMASTOWN,5,2016,1222857,May
THOMASTOWN,5,2017,1222857,May
THOMASTOWN,6,2016,1072654,June
THOMASTOWN,6,2017,995141,June
THOMASTOWN,7,2016,597849,July
THOMASTOWN,7,2017,597849,July
THOMASTOWN,8,2017,761180,August
THOMASTOWN,8,2016,726240,August
THOMASTOWN,9,2017,1282535,September
THOMASTOWN,9,2016,1134971,September
THOMASTOWN,10,2016,578828,October
THOMASTOWN,10,2017,578828,October
THOMASTOWN,11,2016,1413515,November
THOMASTOWN,11,2017,1021501,November
THOMASTOWN,12,2016,832000,December
THOMASTOWN,12,2017,598940,December
THORNBURY,1,2016,978240,January
THORNBURY,1,2017,925597,January
THORNBURY,2,2016,755205,February
THORNBURY,2,2017,755205,February
THORNBURY,3,2016,729167,March
THORNBURY,3,2017,729167,March
THORNBURY,4,2016,601026,April
THORNBURY,4,2017,601026,April
THORNBURY,5,2016,1029667,May
THORNBURY,5,2017,1029667,May
THORNBURY,6,2016,892936,June
THORNBURY,6,2017,828639,June
THORNBURY,7,2016,1385833,July
THORNBURY,7,2017,1199664,July
THORNBURY,8,2016,931999,August
THORNBURY,8,2017,913389,August
THORNBURY,9,2016,514538,September
THORNBURY,9,2017,514538,September
THORNBURY,10,2017,711359,October
THORNBURY,10,2016,698900,October
THORNBURY,11,2016,724560,November
THORNBURY,11,2017,622637,November
THORNBURY,12,2017,577205,December
THORNBURY,12,2016,571965,December
TOORAK,1,2017,1580220,January
TOORAK,1,2016,1470711,January
TOORAK,2,2016,567792,February
TOORAK,2,2017,567792,February
TOORAK,3,2016,519287,March
TOORAK,3,2017,519287,March
TOORAK,4,2016,662717,April
TOORAK,4,2017,662717,April
TOORAK,5,2016,736038,May
TOORAK,5,2017,736038,May
TOORAK,6,2016,1560032,June
TOORAK,6,2017,1560032,June
TOORAK,7,2016,1234829,July
TOORAK,7,2017,1156413,July
TOORAK,8,2016,608033,August
TOORAK,8,2017,608033,August
TOORAK,9,2016,624053,September
TOORAK,9,2017,624053,September
TOORAK,10,2017,989190,October
TOORAK,10,2016,827994,October
TOORAK,11,2016,2121475,November
TOORAK,11,2017,1795183,November
TOORAK,12,2016,1184958,December
TOORAK,12,2017,991479,December
TRAVANCORE,1,2016,525202,January
TRAVANCORE,1,2017,525202,January
TRAVANCORE,2,2016,540885,February
TRAVANCORE,2,2017,540885,February
TRAVANCORE,3,2016,1037104,March
TRAVANCORE,3,2017,1037104,March
TRAVANCORE,4,2016,1203982,April
TRAVANCORE,4,2017,1203982,April
TRAVANCORE,5,2017,965762,May
TRAVANCORE,5,2016,957914,May
TRAVANCORE,6,2016,366000,June
TRAVANCORE,6,2017,366000,June
TRAVANCORE,7,2016,933522,July
TRAVANCORE,7,2017,933522,July
TRAVANCORE,8,2016,1123962,August
TRAVANCORE,8,2017,1123962,August
TRAVANCORE,9,2016,1170600,September
TRAVANCORE,9,2017,1170600,September
TRAVANCORE,10,2016,1248500,October
TRAVANCORE,10,2017,1248500,October
TRAVANCORE,11,2017,753083,November
TRAVANCORE,11,2016,656279,November
TRAVANCORE,12,2016,781022,December
TRAVANCORE,12,2017,781022,December
TRUGANINA,1,2016,517407,January
TRUGANINA,1,2017,517407,January
TRUGANINA,2,2017,798100,February
TRUGANINA,2,2016,711311,February
TRUGANINA,3,2017,939849,March
TRUGANINA,3,2016,836000,March
TRUGANINA,4,2016,578449,April
TRUGANINA,4,2017,578449,April
TRUGANINA,5,2016,1247866,May
TRUGANINA,5,2017,1247866,May
TRUGANINA,6,2016,520500,June
TRUGANINA,6,2017,520500,June
TRUGANINA,7,2016,555000,July
TRUGANINA,7,2017,555000,July
TRUGANINA,8,2016,1359676,August
TRUGANINA,8,2017,1318842,August
TRUGANINA,9,2016,1332500,September
TRUGANINA,9,2017,848397,September
TRUGANINA,10,2016,1251680,October
TRUGANINA,10,2017,962576,October
TRUGANINA,11,2016,548157,November
TRUGANINA,11,2017,548157,November
TRUGANINA,12,2016,536716,December
TRUGANINA,12,2017,536716,December
TULLAMARINE,1,2017,835568,January
TULLAMARINE,1,2016,738600,January
TULLAMARINE,2,2016,620000,February
TULLAMARINE,2,2017,620000,February
TULLAMARINE,3,2016,1079490,March
TULLAMARINE,3,2017,977408,March
TULLAMARINE,4,2017,1043255,April
TULLAMARINE,4,2016,914608,April
TULLAMARINE,5,2016,1708333,May
TULLAMARINE,5,2017,1315727,May
TULLAMARINE,6,2016,765000,June
TULLAMARINE,6,2017,713979,June
TULLAMARINE,7,2016,532729,July
TULLAMARINE,7,2017,532729,July
TULLAMARINE,8,2017,2032937,August
TULLAMARINE,8,2016,1908333,August
TULLAMARINE,9,2016,720000,September
TULLAMARINE,9,2017,621610,September
TULLAMARINE,10,2016,1415133,October
TULLAMARINE,10,2017,1415133,October
TULLAMARINE,11,2016,1065000,November
TULLAMARINE,11,2017,834771,November
TULLAMARINE,12,2016,722701,December
TULLAMARINE,12,2017,722701,December
VERMONT,1,2017,768950,January
VERMONT,1,2016,703320,January
VERMONT,2,2016,661133,February
VERMONT,2,2017,661133,February
VERMONT,3,2017,1616498,March
VERMONT,3,2016,1407514,March
VERMONT,4,2017,1064030,April
VERMONT,4,2016,953460,April
VERMONT,5,2017,1609885,May
VERMONT,5,2016,1578961,May
VERMONT,6,2017,1149955,June
VERMONT,6,2016,1042942,June
VERMONT,7,2016,1267974,July
VERMONT,7,2017,1267974,July
VERMONT,8,2016,836250,August
VERMONT,8,2017,836250,August
VERMONT,9,2016,640000,September
VERMONT,9,2017,640000,September
VERMONT,10,2016,1061806,October
VERMONT,10,2017,833394,October
VERMONT,11,2017,740292,November
VERMONT,11,2016,410000,November
VERMONT,12,2016,1986409,December
VERMONT,12,2017,1768505,December
VERMONT SOUTH,1,2016,2004441,January
VERMONT SOUTH,1,2017,1776862,January
VERMONT SOUTH,2,2016,710710,February
VERMONT SOUTH,2,2017,710710,February
VERMONT SOUTH,3,2016,724049,March
VERMONT SOUTH,3,2017,724049,March
VERMONT SOUTH,4,2016,581333,April
VERMONT SOUTH,4,2017,581333,April
VERMONT SOUTH,5,2016,675000,May
VERMONT SOUTH,5,2017,675000,May
VERMONT SOUTH,6,2016,1802798,June
VERMONT SOUTH,6,2017,1802798,June
VERMONT SOUTH,7,2016,804867,July
VERMONT SOUTH,7,2017,804432,July
VERMONT SOUTH,8,2017,1279616,August
VERMONT SOUTH,8,2016,1259079,August
VERMONT SOUTH,9,2017,1084444,September
VERMONT SOUTH,9,2016,1048536,September
VERMONT SOUTH,10,2016,762123,October
VERMONT SOUTH,10,2017,762123,October
VERMONT SOUTH,11,2016,1189977,November
VERMONT SOUTH,11,2017,1189977,November
VERMONT SOUTH,12,2016,1306116,December
VERMONT SOUTH,12,2017,1306116,December
VIEWBANK,1,2016,1119739,January
VIEWBANK,1,2017,1119739,January
VIEWBANK,2,2016,1117430,February
VIEWBANK,2,2017,1117430,February
VIEWBANK,3,2016,989222,March
VIEWBANK,3,2017,989222,March
VIEWBANK,4,2016,759134,April
VIEWBANK,4,2017,759134,April
VIEWBANK,5,2016,1344965,May
VIEWBANK,5,2017,1312809,May
VIEWBANK,6,2016,660317,June
VIEWBANK,6,2017,660109,June
VIEWBANK,7,2016,720710,July
VIEWBANK,7,2017,720710,July
VIEWBANK,8,2016,2246517,August
VIEWBANK,8,2017,1953745,August
VIEWBANK,9,2016,1633779,September
VIEWBANK,9,2017,1592811,September
VIEWBANK,10,2016,511154,October
VIEWBANK,10,2017,511154,October
VIEWBANK,11,2016,456000,November
VIEWBANK,11,2017,456000,November
VIEWBANK,12,2017,639460,December
VIEWBANK,12,2016,485000,December
WALLAN,1,2016,1026773,January
WALLAN,1,2017,980349,January
WALLAN,2,2016,1045624,February
WALLAN,2,2017,893045,February
WALLAN,3,2016,823618,March
WALLAN,3,2017,807662,March
WALLAN,4,2016,1189444,April
WALLAN,4,2017,1156907,April
WALLAN,5,2016,806597,May
WALLAN,5,2017,806597,May
WALLAN,6,2016,1118005,June
WALLAN,6,2017,1039251,June
WALLAN,7,2016,628438,July
WALLAN,7,2017,628438,July
WALLAN,8,2016,573840,August
WALLAN,8,2017,573840,August
WALLAN,9,2016,1369234,September
WALLAN,9,2017,1233690,September
WALLAN,10,2016,1021224,October
WALLAN,10,2017,1021224,October
WALLAN,11,2016,675515,November
WALLAN,11,2017,675515,November
WALLAN,12,2016,1960129,December
WALLAN,12,2017,1830524,December
WANTIRNA,1,2016,650000,January
WANTIRNA,1,2017,650000,January
WANTIRNA,2,2016,2660973,February
WANTIRNA,2,2017,2218289,February
WANTIRNA,3,2017,1067397,March
WANTIRNA,3,2016,921111,March
WANTIRNA,4,2017,1420141,April
WANTIRNA,4,2016,1128625,April
WANTIRNA,5,2016,1026516,May
WANTIRNA,5,2017,897010,May
WANTIRNA,6,2016,654889,June
WANTIRNA,6,2017,654889,June
WANTIRNA,7,2016,739998,July
WANTIRNA,7,2017,739998,July
WANTIRNA,8,2016,542756,August
WANTIRNA,8,2017,542756,August
WANTIRNA,9,2016,1146656,September
WANTIRNA,9,2017,714609,September
WANTIRNA,10,2017,968762,October
WANTIRNA,10,2016,620000,October
WANTIRNA,11,2017,1059422,November
WANTIRNA,11,2016,984333,November
WANTIRNA,12,2017,1178914,December
WANTIRNA,12,2016,1016974,December
WANTIRNA SOUTH,1,2016,1136375,January
WANTIRNA SOUTH,1,2017,992453,January
WANTIRNA SOUTH,2,2016,767100,February
WANTIRNA SOUTH,2,2017,767100,February
WANTIRNA SOUTH,3,2016,756450,March
WANTIRNA SOUTH,3,2017,756450,March
WANTIRNA SOUTH,4,2016,998321,April
WANTIRNA SOUTH,4,2017,998321,April
WANTIRNA SOUTH,5,2016,911982,May
WANTIRNA SOUTH,5,2017,911982,May
WANTIRNA SOUTH,6,2016,891144,June
WANTIRNA SOUTH,6,2017,891144,June
WANTIRNA SOUTH,7,2016,1213495,July
WANTIRNA SOUTH,7,2017,1213495,July
WANTIRNA SOUTH,8,2016,794963,August
WANTIRNA SOUTH,8,2017,794963,August
WANTIRNA SOUTH,9,2017,1182743,September
WANTIRNA SOUTH,9,2016,1015667,September
WANTIRNA SOUTH,10,2016,956871,October
WANTIRNA SOUTH,10,2017,891946,October
WANTIRNA SOUTH,11,2016,817752,November
WANTIRNA SOUTH,11,2017,772752,November
WANTIRNA SOUTH,12,2016,1080594,December
WANTIRNA SOUTH,12,2017,909245,December
WARRANDYTE,1,2016,440500,January
WARRANDYTE,1,2017,440500,January
WARRANDYTE,2,2016,556092,February
WARRANDYTE,2,2017,556092,February
WARRANDYTE,3,2016,574751,March
WARRANDYTE,3,2017,574751,March
WARRANDYTE,4,2016,585000,April
WARRANDYTE,4,2017,585000,April
WARRANDYTE,5,2016,962067,May
WARRANDYTE,5,2017,962067,May
WARRANDYTE,6,2016,869839,June
WARRANDYTE,6,2017,869839,June
WARRANDYTE,7,2016,894490,July
WARRANDYTE,7,2017,894490,July
WARRANDYTE,8,2016,798075,August
WARRANDYTE,8,2017,798075,August
WARRANDYTE,9,2016,910000,September
WARRANDYTE,9,2017,910000,September
WARRANDYTE,10,2016,443711,October
WARRANDYTE,10,2017,443711,October
WARRANDYTE,11,2016,614432,November
WARRANDYTE,11,2017,614432,November
WARRANDYTE,12,2016,627252,December
WARRANDYTE,12,2017,627252,December
WATERWAYS,1,2016,1715000,January
WATERWAYS,1,2017,1715000,January
WATERWAYS,2,2016,588755,February
WATERWAYS,2,2017,588755,February
WATERWAYS,3,2016,520552,March
WATERWAYS,3,2017,520552,March
WATERWAYS,4,2016,729167,April
WATERWAYS,4,2017,729167,April
WATERWAYS,5,2016,723896,May
WATERWAYS,5,2017,723896,May
WATERWAYS,6,2016,470500,June
WATERWAYS,6,2017,470500,June
WATERWAYS,7,2016,913841,July
WATERWAYS,7,2017,913841,July
WATERWAYS,8,2017,865000,August
WATERWAYS,8,2016,360000,August
WATERWAYS,9,2017,1206961,September
WATERWAYS,9,2016,1203394,September
WATERWAYS,10,2016,1343874,October
WATERWAYS,10,2017,1343874,October
WATERWAYS,11,2016,1223300,November
WATERWAYS,11,2017,1223300,November
WATERWAYS,12,2016,494500,December
WATERWAYS,12,2017,494500,December
WATSONIA,1,2016,489045,January
WATSONIA,1,2017,489045,January
WATSONIA,2,2017,1633039,February
WATSONIA,2,2016,1059000,February
WATSONIA,3,2016,2553625,March
WATSONIA,3,2017,1405216,March
WATSONIA,4,2016,931878,April
WATSONIA,4,2017,931878,April
WATSONIA,5,2017,1278926,May
WATSONIA,5,2016,1041125,May
WATSONIA,6,2016,875215,June
WATSONIA,6,2017,875215,June
WATSONIA,7,2016,892514,July
WATSONIA,7,2017,892514,July
WATSONIA,8,2017,1005529,August
WATSONIA,8,2016,758974,August
WATSONIA,9,2016,655000,September
WATSONIA,9,2017,655000,September
WATSONIA,10,2016,642639,October
WATSONIA,10,2017,642639,October
WATSONIA,11,2016,564604,November
WATSONIA,11,2017,564604,November
WATSONIA,12,2016,1069061,December
WATSONIA,12,2017,1054654,December
WATSONIA NORTH,1,2016,882186,January
WATSONIA NORTH,1,2017,882186,January
WATSONIA NORTH,2,2016,1077500,February
WATSONIA NORTH,2,2017,1053582,February
WATSONIA NORTH,3,2017,1080353,March
WATSONIA NORTH,3,2016,801667,March
WATSONIA NORTH,4,2016,656893,April
WATSONIA NORTH,4,2017,646870,April
WATSONIA NORTH,5,2016,788473,May
WATSONIA NORTH,5,2017,788473,May
WATSONIA NORTH,6,2016,1202306,June
WATSONIA NORTH,6,2017,1202306,June
WATSONIA NORTH,7,2017,1275616,July
WATSONIA NORTH,7,2016,1249500,July
WATSONIA NORTH,8,2017,806942,August
WATSONIA NORTH,8,2016,533250,August
WATSONIA NORTH,9,2016,865847,September
WATSONIA NORTH,9,2017,661608,September
WATSONIA NORTH,10,2016,961962,October
WATSONIA NORTH,10,2017,961962,October
WATSONIA NORTH,11,2016,650681,November
WATSONIA NORTH,11,2017,650681,November
WATSONIA NORTH,12,2016,496000,December
WATSONIA NORTH,12,2017,496000,December
WERRIBEE,1,2016,1059161,January
WERRIBEE,1,2017,1059161,January
WERRIBEE,2,2016,1021333,February
WERRIBEE,2,2017,1021333,February
WERRIBEE,3,2016,619607,March
WERRIBEE,3,2017,619607,March
WERRIBEE,4,2016,659332,April
WERRIBEE,4,2017,659332,April
WERRIBEE,5,2017,887530,May
WERRIBEE,5,2016,780000,May
WERRIBEE,6,2016,1672983,June
WERRIBEE,6,2017,1619848,June
WERRIBEE,7,2016,1309248,July
WERRIBEE,7,2017,1309248,July
WERRIBEE,8,2016,662719,August
WERRIBEE,8,2017,636453,August
WERRIBEE,9,2017,709744,September
WERRIBEE,9,2016,550000,September
WERRIBEE,10,2016,819293,October
WERRIBEE,10,2017,819293,October
WERRIBEE,11,2016,736561,November
WERRIBEE,11,2017,736561,November
WERRIBEE,12,2016,732432,December
WERRIBEE,12,2017,683592,December
WEST FOOTSCRAY,1,2016,760917,January
WEST FOOTSCRAY,1,2017,760917,January
WEST FOOTSCRAY,2,2017,1578953,February
WEST FOOTSCRAY,2,2016,1570670,February
WEST FOOTSCRAY,3,2016,1118048,March
WEST FOOTSCRAY,3,2017,1077992,March
WEST FOOTSCRAY,4,2016,565458,April
WEST FOOTSCRAY,4,2017,565458,April
WEST FOOTSCRAY,5,2016,1527639,May
WEST FOOTSCRAY,5,2017,1376518,May
WEST FOOTSCRAY,6,2017,1438205,June
WEST FOOTSCRAY,6,2016,1328237,June
WEST FOOTSCRAY,7,2016,650000,July
WEST FOOTSCRAY,7,2017,650000,July
WEST FOOTSCRAY,8,2016,959576,August
WEST FOOTSCRAY,8,2017,959576,August
WEST FOOTSCRAY,9,2017,903485,September
WEST FOOTSCRAY,9,2016,693289,September
WEST FOOTSCRAY,10,2016,751013,October
WEST FOOTSCRAY,10,2017,749960,October
WEST FOOTSCRAY,11,2017,652676,November
WEST FOOTSCRAY,11,2016,642475,November
WEST FOOTSCRAY,12,2016,1204709,December
WEST FOOTSCRAY,12,2017,1204709,December
WEST MELBOURNE,1,2016,635516,January
WEST MELBOURNE,1,2017,635516,January
WEST MELBOURNE,2,2016,548570,February
WEST MELBOURNE,2,2017,548570,February
WEST MELBOURNE,3,2016,1325344,March
WEST MELBOURNE,3,2017,1016401,March
WEST MELBOURNE,4,2016,1080475,April
WEST MELBOURNE,4,2017,1080475,April
WEST MELBOURNE,5,2016,790000,May
WEST MELBOURNE,5,2017,790000,May
WEST MELBOURNE,6,2017,1177136,June
WEST MELBOURNE,6,2016,747250,June
WEST MELBOURNE,7,2016,2295000,July
WEST MELBOURNE,7,2017,1889738,July
WEST MELBOURNE,8,2017,498922,August
WEST MELBOURNE,8,2016,488600,August
WEST MELBOURNE,9,2017,589758,September
WEST MELBOURNE,9,2016,573500,September
WEST MELBOURNE,10,2016,818217,October
WEST MELBOURNE,10,2017,818217,October
WEST MELBOURNE,11,2016,662991,November
WEST MELBOURNE,11,2017,662991,November
WEST MELBOURNE,12,2017,810004,December
WEST MELBOURNE,12,2016,766357,December
WESTMEADOWS,1,2016,660000,January
WESTMEADOWS,1,2017,660000,January
WESTMEADOWS,2,2016,766000,February
WESTMEADOWS,2,2017,689633,February
WESTMEADOWS,3,2017,835974,March
WESTMEADOWS,3,2016,680795,March
WESTMEADOWS,4,2017,1788089,April
WESTMEADOWS,4,2016,1779377,April
WESTMEADOWS,5,2016,2121166,May
WESTMEADOWS,5,2017,1720877,May
WESTMEADOWS,6,2016,851367,June
WESTMEADOWS,6,2017,851367,June
WESTMEADOWS,7,2016,764771,July
WESTMEADOWS,7,2017,764771,July
WESTMEADOWS,8,2016,548407,August
WESTMEADOWS,8,2017,548407,August
WESTMEADOWS,9,2017,705373,September
WESTMEADOWS,9,2016,480000,September
WESTMEADOWS,10,2016,895440,October
WESTMEADOWS,10,2017,851627,October
WESTMEADOWS,11,2016,949989,November
WESTMEADOWS,11,2017,949989,November
WESTMEADOWS,12,2016,1496656,December
WESTMEADOWS,12,2017,1496656,December
WHEELERS HILL,1,2016,341639,January
WHEELERS HILL,1,2017,341639,January
WHEELERS HILL,2,2016,619847,February
WHEELERS HILL,2,2017,619847,February
WHEELERS HILL,3,2016,578788,March
WHEELERS HILL,3,2017,578788,March
WHEELERS HILL,4,2016,821500,April
WHEELERS HILL,4,2017,821500,April
WHEELERS HILL,5,2017,709729,May
WHEELERS HILL,5,2016,652286,May
WHEELERS HILL,6,2016,2561863,June
WHEELERS HILL,6,2017,1859204,June
WHEELERS HILL,7,2016,1841275,July
WHEELERS HILL,7,2017,1474937,July
WHEELERS HILL,8,2017,808647,August
WHEELERS HILL,8,2016,649897,August
WHEELERS HILL,9,2016,1317333,September
WHEELERS HILL,9,2017,1317333,September
WHEELERS HILL,10,2016,492625,October
WHEELERS HILL,10,2017,492625,October
WHEELERS HILL,11,2017,694260,November
WHEELERS HILL,11,2016,665802,November
WHEELERS HILL,12,2016,401621,December
WHEELERS HILL,12,2017,401621,December
WHITTLESEA,1,2016,377250,January
WHITTLESEA,1,2017,377250,January
WHITTLESEA,2,2016,448161,February
WHITTLESEA,2,2017,448161,February
WHITTLESEA,3,2016,1012913,March
WHITTLESEA,3,2017,1012913,March
WHITTLESEA,4,2016,633756,April
WHITTLESEA,4,2017,633756,April
WHITTLESEA,5,2016,510000,May
WHITTLESEA,5,2017,510000,May
WHITTLESEA,6,2016,2288500,June
WHITTLESEA,6,2017,2186818,June
WHITTLESEA,7,2016,626798,July
WHITTLESEA,7,2017,626798,July
WHITTLESEA,8,2016,968998,August
WHITTLESEA,8,2017,968998,August
WHITTLESEA,9,2017,1574017,September
WHITTLESEA,9,2016,1169495,September
WHITTLESEA,10,2016,847205,October
WHITTLESEA,10,2017,847205,October
WHITTLESEA,11,2016,735000,November
WHITTLESEA,11,2017,735000,November
WHITTLESEA,12,2016,1241992,December
WHITTLESEA,12,2017,1123208,December
WILLIAMS LANDING,1,2017,1017020,January
WILLIAMS LANDING,1,2016,988025,January
WILLIAMS LANDING,2,2016,745792,February
WILLIAMS LANDING,2,2017,745792,February
WILLIAMS LANDING,3,2016,1034444,March
WILLIAMS LANDING,3,2017,1034444,March
WILLIAMS LANDING,4,2016,567500,April
WILLIAMS LANDING,4,2017,567500,April
WILLIAMS LANDING,5,2016,1364932,May
WILLIAMS LANDING,5,2017,1364932,May
WILLIAMS LANDING,6,2016,1071262,June
WILLIAMS LANDING,6,2017,1071262,June
WILLIAMS LANDING,7,2016,1146816,July
WILLIAMS LANDING,7,2017,1022282,July
WILLIAMS LANDING,8,2016,662074,August
WILLIAMS LANDING,8,2017,662074,August
WILLIAMS LANDING,9,2016,690000,September
WILLIAMS LANDING,9,2017,690000,September
WILLIAMS LANDING,10,2017,1003433,October
WILLIAMS LANDING,10,2016,924667,October
WILLIAMS LANDING,11,2017,966697,November
WILLIAMS LANDING,11,2016,906333,November
WILLIAMS LANDING,12,2016,638376,December
WILLIAMS LANDING,12,2017,638376,December
WILLIAMSTOWN,1,2017,898924,January
WILLIAMSTOWN,1,2016,708554,January
WILLIAMSTOWN,2,2016,1226000,February
WILLIAMSTOWN,2,2017,1226000,February
WILLIAMSTOWN,3,2017,1216505,March
WILLIAMSTOWN,3,2016,1154602,March
WILLIAMSTOWN,4,2016,1054125,April
WILLIAMSTOWN,4,2017,1054125,April
WILLIAMSTOWN,5,2016,1029957,May
WILLIAMSTOWN,5,2017,1029957,May
WILLIAMSTOWN,6,2017,821077,June
WILLIAMSTOWN,6,2016,723421,June
WILLIAMSTOWN,7,2016,1082676,July
WILLIAMSTOWN,7,2017,1082676,July
WILLIAMSTOWN,8,2016,1019556,August
WILLIAMSTOWN,8,2017,1019556,August
WILLIAMSTOWN,9,2016,1101750,September
WILLIAMSTOWN,9,2017,995099,September
WILLIAMSTOWN,10,2016,559000,October
WILLIAMSTOWN,10,2017,559000,October
WILLIAMSTOWN,11,2016,1392217,November
WILLIAMSTOWN,11,2017,1058938,November
WILLIAMSTOWN,12,2016,482425,December
WILLIAMSTOWN,12,2017,482425,December
WILLIAMSTOWN NORTH,1,2016,1153706,January
WILLIAMSTOWN NORTH,1,2017,1153706,January
WILLIAMSTOWN NORTH,2,2016,1360000,February
WILLIAMSTOWN NORTH,2,2017,1168710,February
WILLIAMSTOWN NORTH,3,2016,783468,March
WILLIAMSTOWN NORTH,3,2017,746289,March
WILLIAMSTOWN NORTH,4,2016,670000,April
WILLIAMSTOWN NORTH,4,2017,670000,April
WILLIAMSTOWN NORTH,5,2016,625500,May
WILLIAMSTOWN NORTH,5,2017,625500,May
WILLIAMSTOWN NORTH,6,2016,656408,June
WILLIAMSTOWN NORTH,6,2017,656408,June
WILLIAMSTOWN NORTH,7,2016,1416986,July
WILLIAMSTOWN NORTH,7,2017,1235410,July
WILLIAMSTOWN NORTH,8,2017,1149833,August
WILLIAMSTOWN NORTH,8,2016,1145032,August
WILLIAMSTOWN NORTH,9,2016,863874,September
WILLIAMSTOWN NORTH,9,2017,852940,September
WILLIAMSTOWN NORTH,10,2016,1791429,October
WILLIAMSTOWN NORTH,10,2017,1791429,October
WILLIAMSTOWN NORTH,11,2017,675298,November
WILLIAMSTOWN NORTH,11,2016,632057,November
WILLIAMSTOWN NORTH,12,2016,1360380,December
WILLIAMSTOWN NORTH,12,2017,1089590,December
WINDSOR,1,2016,892250,January
WINDSOR,1,2017,892250,January
WINDSOR,2,2016,922396,February
WINDSOR,2,2017,922396,February
WINDSOR,3,2016,891382,March
WINDSOR,3,2017,891382,March
WINDSOR,4,2016,938753,April
WINDSOR,4,2017,938753,April
WINDSOR,5,2016,715208,May
WINDSOR,5,2017,715208,May
WINDSOR,6,2017,936363,June
WINDSOR,6,2016,897697,June
WINDSOR,7,2016,925467,July
WINDSOR,7,2017,925467,July
WINDSOR,8,2016,505797,August
WINDSOR,8,2017,505797,August
WINDSOR,9,2016,655000,September
WINDSOR,9,2017,655000,September
WINDSOR,10,2016,1495897,October
WINDSOR,10,2017,1495897,October
WINDSOR,11,2016,940907,November
WINDSOR,11,2017,940907,November
WINDSOR,12,2016,573750,December
