LOCATION,SUBJECT,MEASURE,TIME,Value
Australia,PRICEINCOME,IDX2015,1970,57.43829977
Australia,PRICEINCOME,IDX2015,1971,58.93071223
Australia,PRICEINCOME,IDX2015,1972,59.96049177
Australia,PRICEINCOME,IDX2015,1973,62.09235783
Australia,PRICEINCOME,IDX2015,1974,63.01671415
Australia,PRICEINCOME,IDX2015,1975,58.59142217
Australia,PRICEINCOME,IDX2015,1976,58.27276164
Australia,PRICEINCOME,IDX2015,1977,57.11174831
Australia,PRICEINCOME,IDX2015,1978,54.43141918
Australia,PRICEINCOME,IDX2015,1979,55.02049517
Australia,PRICEINCOME,IDX2015,1980,55.94601889
Australia,PRICEINCOME,IDX2015,1981,57.68701224
Australia,PRICEINCOME,IDX2015,1982,53.99421075
Australia,PRICEINCOME,IDX2015,1983,52.84425207
Australia,PRICEINCOME,IDX2015,1984,54.07076076
Australia,PRICEINCOME,IDX2015,1985,55.81504449
Australia,PRICEINCOME,IDX2015,1986,55.74855856
Australia,PRICEINCOME,IDX2015,1987,55.44907099
Australia,PRICEINCOME,IDX2015,1988,62.2119919
Australia,PRICEINCOME,IDX2015,1989,70.0754148
Australia,PRICEINCOME,IDX2015,1990,66.03807151
Australia,PRICEINCOME,IDX2015,1991,67.09882351
Australia,PRICEINCOME,IDX2015,1992,66.29392985
Australia,PRICEINCOME,IDX2015,1993,66.47947997
Australia,PRICEINCOME,IDX2015,1994,65.73602927
Australia,PRICEINCOME,IDX2015,1995,63.56294846
Australia,PRICEINCOME,IDX2015,1996,60.9869556
Australia,PRICEINCOME,IDX2015,1997,61.26093062
Australia,PRICEINCOME,IDX2015,1998,64.7204622
Australia,PRICEINCOME,IDX2015,1999,66.28825928
Australia,PRICEINCOME,IDX2015,2000,68.22872066
Australia,PRICEINCOME,IDX2015,2001,70.12064384
Australia,PRICEINCOME,IDX2015,2002,81.63781795
Australia,PRICEINCOME,IDX2015,2003,92.17960847
Australia,PRICEINCOME,IDX2015,2004,91.33359124
Australia,PRICEINCOME,IDX2015,2005,88.34443667
Australia,PRICEINCOME,IDX2015,2006,89.63729175
Australia,PRICEINCOME,IDX2015,2007,91.04762325
Australia,PRICEINCOME,IDX2015,2008,88.00714261
Australia,PRICEINCOME,IDX2015,2009,87.45022039
Australia,PRICEINCOME,IDX2015,2010,93.8785867
Australia,PRICEINCOME,IDX2015,2011,86.29581678
Australia,PRICEINCOME,IDX2015,2012,84.76171071
Australia,PRICEINCOME,IDX2015,2013,87.94619535
Australia,PRICEINCOME,IDX2015,2014,92.77110749
Australia,PRICEINCOME,IDX2015,2015,100
Australia,PRICEINCOME,IDX2015,2016,105.0674141
Australia,PRICEINCOME,IDX2015,2017,112.567047
Australia,PRICEINCOME,IDX2015,2018,108.8757787
Australia,PRICEINCOME,IDX2015,2019,102.1109477
Australia,PRICEINCOME,IDX2015,2020,101.9584708
Australia,PRICERENT,IDX2015,1973,40.92021505
Australia,PRICERENT,IDX2015,1974,45.06345446
Australia,PRICERENT,IDX2015,1975,42.91996082
Australia,PRICERENT,IDX2015,1976,41.70441843
Australia,PRICERENT,IDX2015,1977,40.63103878
Australia,PRICERENT,IDX2015,1978,39.4633793
Australia,PRICERENT,IDX2015,1979,41.16283402
Australia,PRICERENT,IDX2015,1980,43.5727865
Australia,PRICERENT,IDX2015,1981,46.40660931
Australia,PRICERENT,IDX2015,1982,43.04790761
Australia,PRICERENT,IDX2015,1983,41.75138228
Australia,PRICERENT,IDX2015,1984,43.37612896
Australia,PRICERENT,IDX2015,1985,44.06234101
Australia,PRICERENT,IDX2015,1986,42.73765134
Australia,PRICERENT,IDX2015,1987,40.97246579
Australia,PRICERENT,IDX2015,1988,44.96648684
Australia,PRICERENT,IDX2015,1989,51.34435334
Australia,PRICERENT,IDX2015,1990,49.19664254
Australia,PRICERENT,IDX2015,1991,48.86183153
Australia,PRICERENT,IDX2015,1992,49.1467635
Australia,PRICERENT,IDX2015,1993,50.19264263
Australia,PRICERENT,IDX2015,1994,51.62887221
Australia,PRICERENT,IDX2015,1995,51.3754961
Australia,PRICERENT,IDX2015,1996,50.2538904
Australia,PRICERENT,IDX2015,1997,50.78047099
Australia,PRICERENT,IDX2015,1998,52.90082869
Australia,PRICERENT,IDX2015,1999,55.25866018
Australia,PRICERENT,IDX2015,2000,58.06225296
Australia,PRICERENT,IDX2015,2001,62.6188503
Australia,PRICERENT,IDX2015,2002,72.55847557
Australia,PRICERENT,IDX2015,2003,84.07169729
Australia,PRICERENT,IDX2015,2004,87.15434758
Australia,PRICERENT,IDX2015,2005,86.82400562
Australia,PRICERENT,IDX2015,2006,89.89009073
Australia,PRICERENT,IDX2015,2007,94.1711966
Australia,PRICERENT,IDX2015,2008,90.91120189
Australia,PRICERENT,IDX2015,2009,88.55769489
Australia,PRICERENT,IDX2015,2010,94.83065072
Australia,PRICERENT,IDX2015,2011,88.7311764
Australia,PRICERENT,IDX2015,2012,84.90534958
Australia,PRICERENT,IDX2015,2013,87.63146843
Australia,PRICERENT,IDX2015,2014,93.22827181
Australia,PRICERENT,IDX2015,2015,100
Australia,PRICERENT,IDX2015,2016,104.7144941
Australia,PRICERENT,IDX2015,2017,112.7467905
Australia,PRICERENT,IDX2015,2018,110.408974
Australia,PRICERENT,IDX2015,2019,105.540935
Australia,PRICERENT,IDX2015,2020,112.2912181
Australia,REAL,IDX2015,1970,26.58840416
Australia,REAL,IDX2015,1971,27.71391981
Australia,REAL,IDX2015,1972,29.1157835
Australia,REAL,IDX2015,1973,32.26661153
Australia,REAL,IDX2015,1974,34.25649811
Australia,REAL,IDX2015,1975,32.42406112
Australia,REAL,IDX2015,1976,31.69805426
Australia,REAL,IDX2015,1977,31.09072147
Australia,REAL,IDX2015,1978,30.14783789
Australia,REAL,IDX2015,1979,31.12528706
Australia,REAL,IDX2015,1980,31.88946317
Australia,REAL,IDX2015,1981,33.61028799
Australia,REAL,IDX2015,1982,31.5585848
Australia,REAL,IDX2015,1983,30.52096587
Australia,REAL,IDX2015,1984,31.99544144
Australia,REAL,IDX2015,1985,33.06509543
Australia,REAL,IDX2015,1986,32.70781499
Australia,REAL,IDX2015,1987,32.09301093
Australia,REAL,IDX2015,1988,36.73716682
Australia,REAL,IDX2015,1989,43.05522069
Australia,REAL,IDX2015,1990,41.06058368
Australia,REAL,IDX2015,1991,40.60550568
Australia,REAL,IDX2015,1992,40.4611263
Australia,REAL,IDX2015,1993,40.66160041
Australia,REAL,IDX2015,1994,41.45571796
Australia,REAL,IDX2015,1995,40.82847995
Australia,REAL,IDX2015,1996,40.38285085
Australia,REAL,IDX2015,1997,41.40308749
Australia,REAL,IDX2015,1998,43.84046716
Australia,REAL,IDX2015,1999,46.52184061
Australia,REAL,IDX2015,2000,48.70150006
Australia,REAL,IDX2015,2001,52.38525921
Australia,REAL,IDX2015,2002,60.45271367
Australia,REAL,IDX2015,2003,69.75288308
Australia,REAL,IDX2015,2004,73.02552975
Australia,REAL,IDX2015,2005,72.78956546
Australia,REAL,IDX2015,2006,75.10144855
Australia,REAL,IDX2015,2007,80.49229349
Australia,REAL,IDX2015,2008,81.1244392
Australia,REAL,IDX2015,2009,82.24899014
Australia,REAL,IDX2015,2010,89.88685743
Australia,REAL,IDX2015,2011,85.89626817
Australia,REAL,IDX2015,2012,83.60145634
Australia,REAL,IDX2015,2013,87.02781183
Australia,REAL,IDX2015,2014,93.09257159
Australia,REAL,IDX2015,2015,100
Australia,REAL,IDX2015,2016,104.5232365
Australia,REAL,IDX2015,2017,111.8185435
Australia,REAL,IDX2015,2018,108.4122031
Australia,REAL,IDX2015,2019,102.1840525
Australia,REAL,IDX2015,2020,106.7259042
Australia,RENT,IDX2015,1973,9.366454921
Australia,RENT,IDX2015,1974,10.4147668
Australia,RENT,IDX2015,1975,12.12397652
Australia,RENT,IDX2015,1976,13.90155174
Australia,RENT,IDX2015,1977,15.42844443
Australia,RENT,IDX2015,1978,16.70465209
Australia,RENT,IDX2015,1979,18.11759726
Australia,RENT,IDX2015,1980,19.34822742
Australia,RENT,IDX2015,1981,20.92069512
Australia,RENT,IDX2015,1982,23.38195292
Australia,RENT,IDX2015,1983,25.45579068
Australia,RENT,IDX2015,1984,27.32452342
Australia,RENT,IDX2015,1985,29.64904871
Australia,RENT,IDX2015,1986,32.70282659
Australia,RENT,IDX2015,1987,36.07566701
Australia,RENT,IDX2015,1988,40.20055253
Australia,RENT,IDX2015,1989,44.0063855
Australia,RENT,IDX2015,1990,46.62717083
Australia,RENT,IDX2015,1991,48.15406352
Australia,RENT,IDX2015,1992,48.60985608
Australia,RENT,IDX2015,1993,48.8377461
Australia,RENT,IDX2015,1994,49.17958615
Australia,RENT,IDX2015,1995,50.02279375
Australia,RENT,IDX2015,1996,51.54968644
Australia,RENT,IDX2015,1997,53.05379163
Australia,RENT,IDX2015,1998,54.67183933
Australia,RENT,IDX2015,1999,56.13036202
Australia,RENT,IDX2015,2000,57.86236223
Australia,RENT,IDX2015,2001,59.66272246
Australia,RENT,IDX2015,2002,61.14403514
Australia,RENT,IDX2015,2003,62.28351029
Australia,RENT,IDX2015,2004,63.85597798
Australia,RENT,IDX2015,2005,65.26892316
Australia,RENT,IDX2015,2006,67.38833842
Australia,RENT,IDX2015,2007,71.08022889
Australia,RENT,IDX2015,2008,76.64084708
Australia,RENT,IDX2015,2009,81.74568272
Australia,RENT,IDX2015,2010,85.30083316
Australia,RENT,IDX2015,2011,89.22061115
Australia,RENT,IDX2015,2012,92.91250161
Australia,RENT,IDX2015,2013,95.966282
Australia,RENT,IDX2015,2014,98.3819623
Australia,RENT,IDX2015,2015,100
Australia,RENT,IDX2015,2016,100.7520626
Australia,RENT,IDX2015,2017,101.3901627
Australia,RENT,IDX2015,2018,102.0510378
Australia,RENT,IDX2015,2019,102.4157128
Australia,RENT,IDX2015,2020,101.4585377
Austria,PRICEINCOME,IDX2015,2000,82.14813471
Austria,PRICEINCOME,IDX2015,2001,81.7245399
Austria,PRICEINCOME,IDX2015,2002,80.87367177
Austria,PRICEINCOME,IDX2015,2003,78.64871509
Austria,PRICEINCOME,IDX2015,2004,74.80242009
Austria,PRICEINCOME,IDX2015,2005,74.07965722
Austria,PRICEINCOME,IDX2015,2006,74.00597341
Austria,PRICEINCOME,IDX2015,2007,74.18683602
Austria,PRICEINCOME,IDX2015,2008,73.00497305
Austria,PRICEINCOME,IDX2015,2009,76.02747779
Austria,PRICEINCOME,IDX2015,2010,82.68888434
Austria,PRICEINCOME,IDX2015,2011,85.89307756
Austria,PRICEINCOME,IDX2015,2012,89.07759673
Austria,PRICEINCOME,IDX2015,2013,94.16153487
Austria,PRICEINCOME,IDX2015,2014,95.57866686
Austria,PRICEINCOME,IDX2015,2015,100
Austria,PRICEINCOME,IDX2015,2016,105.4628506
Austria,PRICEINCOME,IDX2015,2017,108.0297055
Austria,PRICEINCOME,IDX2015,2018,109.8382858
Austria,PRICEINCOME,IDX2015,2019,113.1240667
Austria,PRICEINCOME,IDX2015,2020,124.22887
Austria,PRICERENT,IDX2015,2000,94.9300669
Austria,PRICERENT,IDX2015,2001,93.10765892
Austria,PRICERENT,IDX2015,2002,92.09618975
Austria,PRICERENT,IDX2015,2003,88.47781431
Austria,PRICERENT,IDX2015,2004,83.87094485
Austria,PRICERENT,IDX2015,2005,85.12951786
Austria,PRICERENT,IDX2015,2006,86.67587992
Austria,PRICERENT,IDX2015,2007,88.97932143
Austria,PRICERENT,IDX2015,2008,88.81663436
Austria,PRICERENT,IDX2015,2009,88.16080464
Austria,PRICERENT,IDX2015,2010,92.74935388
Austria,PRICERENT,IDX2015,2011,95.38077194
Austria,PRICERENT,IDX2015,2012,98.04931859
Austria,PRICERENT,IDX2015,2013,100.0184106
Austria,PRICERENT,IDX2015,2014,99.5794772
Austria,PRICERENT,IDX2015,2015,100
Austria,PRICERENT,IDX2015,2016,105.3096478
Austria,PRICERENT,IDX2015,2017,106.464514
Austria,PRICERENT,IDX2015,2018,107.4806785
Austria,PRICERENT,IDX2015,2019,110.4477938
Austria,PRICERENT,IDX2015,2020,114.2317498
Austria,REAL,IDX2015,2000,77.9844799
Austria,REAL,IDX2015,2001,76.82123684
Austria,REAL,IDX2015,2002,76.4789492
Austria,REAL,IDX2015,2003,75.52342059
Austria,REAL,IDX2015,2004,72.8276247
Austria,REAL,IDX2015,2005,74.65438869
Austria,REAL,IDX2015,2006,76.12461376
Austria,REAL,IDX2015,2007,77.75697912
Austria,REAL,IDX2015,2008,76.97824238
Austria,REAL,IDX2015,2009,79.71568647
Austria,REAL,IDX2015,2010,85.68940301
Austria,REAL,IDX2015,2011,88.25582067
Austria,REAL,IDX2015,2012,92.53654877
Austria,REAL,IDX2015,2013,95.32974253
Austria,REAL,IDX2015,2014,96.72130517
Austria,REAL,IDX2015,2015,100
Austria,REAL,IDX2015,2016,106.9836796
Austria,REAL,IDX2015,2017,110.6467731
Austria,REAL,IDX2015,2018,113.5310318
Austria,REAL,IDX2015,2019,117.9495075
Austria,REAL,IDX2015,2020,125.5747918
Austria,RENT,IDX2015,1966,6.677056939
Austria,RENT,IDX2015,1967,7.074865125
Austria,RENT,IDX2015,1968,7.570594932
Austria,RENT,IDX2015,1969,8.123075385
Austria,RENT,IDX2015,1970,9.042763502
Austria,RENT,IDX2015,1971,10.20224822
Austria,RENT,IDX2015,1972,11.23821789
Austria,RENT,IDX2015,1973,12.54124888
Austria,RENT,IDX2015,1974,13.18886905
Austria,RENT,IDX2015,1975,14.5792491
Austria,RENT,IDX2015,1976,17.14914603
Austria,RENT,IDX2015,1977,18.96404297
Austria,RENT,IDX2015,1978,19.98777254
Austria,RENT,IDX2015,1979,20.70160273
Austria,RENT,IDX2015,1980,21.39317859
Austria,RENT,IDX2015,1981,22.68953187
Austria,RENT,IDX2015,1982,25.2928103
Austria,RENT,IDX2015,1983,28.90813114
Austria,RENT,IDX2015,1984,31.10525988
Austria,RENT,IDX2015,1985,33.2845814
Austria,RENT,IDX2015,1986,34.59261481
Austria,RENT,IDX2015,1987,35.7738023
Austria,RENT,IDX2015,1988,36.54883306
Austria,RENT,IDX2015,1989,37.51636916
Austria,RENT,IDX2015,1990,39.08200966
Austria,RENT,IDX2015,1991,40.97312615
Austria,RENT,IDX2015,1992,43.62814859
Austria,RENT,IDX2015,1993,45.89704273
Austria,RENT,IDX2015,1994,48.82079473
Austria,RENT,IDX2015,1995,52.51345744
Austria,RENT,IDX2015,1996,55.70092956
Austria,RENT,IDX2015,1997,57.73457549
Austria,RENT,IDX2015,1998,59.47905588
Austria,RENT,IDX2015,1999,60.70065866
Austria,RENT,IDX2015,2000,61.72810139
Austria,RENT,IDX2015,2001,63.47191678
Austria,RENT,IDX2015,2002,64.54701952
Austria,RENT,IDX2015,2003,67.35564516
Austria,RENT,IDX2015,2004,69.70131568
Austria,RENT,IDX2015,2005,72.09048372
Austria,RENT,IDX2015,2006,73.70664908
Austria,RENT,IDX2015,2007,75.15458941
Austria,RENT,IDX2015,2008,76.09784962
Austria,RENT,IDX2015,2009,79.67263043
Austria,RENT,IDX2015,2010,82.80883113
Austria,RENT,IDX2015,2011,85.55647175
Austria,RENT,IDX2015,2012,89.3258501
Austria,RENT,IDX2015,2013,92.10109822
Austria,RENT,IDX2015,2014,95.76001405
Austria,RENT,IDX2015,2015,100
Austria,RENT,IDX2015,2016,103.0828482
Austria,RENT,IDX2015,2017,107.3404742
Austria,RENT,IDX2015,2018,111.3315
Austria,RENT,IDX2015,2019,114.6392508
Austria,RENT,IDX2015,2020,119.3448519
Belgium,PRICEINCOME,IDX2015,1970,74.46111898
Belgium,PRICEINCOME,IDX2015,1971,67.21097858
Belgium,PRICEINCOME,IDX2015,1972,65.08863091
Belgium,PRICEINCOME,IDX2015,1973,65.86484691
Belgium,PRICEINCOME,IDX2015,1974,64.71773115
Belgium,PRICEINCOME,IDX2015,1975,66.57601186
Belgium,PRICEINCOME,IDX2015,1976,69.71050185
Belgium,PRICEINCOME,IDX2015,1977,76.41704247
Belgium,PRICEINCOME,IDX2015,1978,79.69303901
Belgium,PRICEINCOME,IDX2015,1979,81.13992683
Belgium,PRICEINCOME,IDX2015,1980,73.52522919
Belgium,PRICEINCOME,IDX2015,1981,64.4693849
Belgium,PRICEINCOME,IDX2015,1982,58.93672863
Belgium,PRICEINCOME,IDX2015,1983,54.89328373
Belgium,PRICEINCOME,IDX2015,1984,53.33803353
Belgium,PRICEINCOME,IDX2015,1985,51.41288816
Belgium,PRICEINCOME,IDX2015,1986,50.72509934
Belgium,PRICEINCOME,IDX2015,1987,53.22573817
Belgium,PRICEINCOME,IDX2015,1988,55.2432058
Belgium,PRICEINCOME,IDX2015,1989,58.8476794
Belgium,PRICEINCOME,IDX2015,1990,60.0675791
Belgium,PRICEINCOME,IDX2015,1991,58.87830312
Belgium,PRICEINCOME,IDX2015,1992,59.93708499
Belgium,PRICEINCOME,IDX2015,1993,61.27734275
Belgium,PRICEINCOME,IDX2015,1994,62.63567721
Belgium,PRICEINCOME,IDX2015,1995,60.92331901
Belgium,PRICEINCOME,IDX2015,1996,62.20162611
Belgium,PRICEINCOME,IDX2015,1997,62.55836053
Belgium,PRICEINCOME,IDX2015,1998,64.57262798
Belgium,PRICEINCOME,IDX2015,1999,67.3078211
Belgium,PRICEINCOME,IDX2015,2000,67.85206661
Belgium,PRICEINCOME,IDX2015,2001,67.98320572
Belgium,PRICEINCOME,IDX2015,2002,71.85102049
Belgium,PRICEINCOME,IDX2015,2003,76.09564971
Belgium,PRICEINCOME,IDX2015,2004,81.32071311
Belgium,PRICEINCOME,IDX2015,2005,87.90322708
Belgium,PRICEINCOME,IDX2015,2006,92.1127511
Belgium,PRICEINCOME,IDX2015,2007,95.06282689
Belgium,PRICEINCOME,IDX2015,2008,94.98032022
Belgium,PRICEINCOME,IDX2015,2009,95.14562366
Belgium,PRICEINCOME,IDX2015,2010,97.98801861
Belgium,PRICEINCOME,IDX2015,2011,100.2283144
Belgium,PRICEINCOME,IDX2015,2012,100.3123707
Belgium,PRICEINCOME,IDX2015,2013,100.6690957
Belgium,PRICEINCOME,IDX2015,2014,99.38361875
Belgium,PRICEINCOME,IDX2015,2015,100
Belgium,PRICEINCOME,IDX2015,2016,100.100797
Belgium,PRICEINCOME,IDX2015,2017,100.1948981
Belgium,PRICEINCOME,IDX2015,2018,100.3547173
Belgium,PRICEINCOME,IDX2015,2019,100.6602596
Belgium,PRICEINCOME,IDX2015,2020,103.291956
Belgium,PRICERENT,IDX2015,1977,66.55960909
Belgium,PRICERENT,IDX2015,1978,69.35408302
Belgium,PRICERENT,IDX2015,1979,70.97115888
Belgium,PRICERENT,IDX2015,1980,66.59814692
Belgium,PRICERENT,IDX2015,1981,57.10242606
Belgium,PRICERENT,IDX2015,1982,50.85929502
Belgium,PRICERENT,IDX2015,1983,45.90122653
Belgium,PRICERENT,IDX2015,1984,44.52865877
Belgium,PRICERENT,IDX2015,1985,43.04346129
Belgium,PRICERENT,IDX2015,1986,43.42369168
Belgium,PRICERENT,IDX2015,1987,44.31255509
Belgium,PRICERENT,IDX2015,1988,46.190516
Belgium,PRICERENT,IDX2015,1989,50.71647068
Belgium,PRICERENT,IDX2015,1990,54.35684754
Belgium,PRICERENT,IDX2015,1991,55.01659826
Belgium,PRICERENT,IDX2015,1992,55.4269726
Belgium,PRICERENT,IDX2015,1993,55.4396796
Belgium,PRICERENT,IDX2015,1994,56.42446431
Belgium,PRICERENT,IDX2015,1995,57.3239419
Belgium,PRICERENT,IDX2015,1996,57.15397812
Belgium,PRICERENT,IDX2015,1997,57.55699498
Belgium,PRICERENT,IDX2015,1998,60.50548015
Belgium,PRICERENT,IDX2015,1999,63.87047286
Belgium,PRICERENT,IDX2015,2000,66.33976063
Belgium,PRICERENT,IDX2015,2001,68.23516974
Belgium,PRICERENT,IDX2015,2002,70.80413154
Belgium,PRICERENT,IDX2015,2003,74.05327648
Belgium,PRICERENT,IDX2015,2004,78.97890568
Belgium,PRICERENT,IDX2015,2005,86.47754179
Belgium,PRICERENT,IDX2015,2006,91.72317464
Belgium,PRICERENT,IDX2015,2007,96.98238664
Belgium,PRICERENT,IDX2015,2008,99.30962102
Belgium,PRICERENT,IDX2015,2009,96.82882511
Belgium,PRICERENT,IDX2015,2010,98.69569313
Belgium,PRICERENT,IDX2015,2011,101.4792494
Belgium,PRICERENT,IDX2015,2012,102.1746435
Belgium,PRICERENT,IDX2015,2013,102.0316279
Belgium,PRICERENT,IDX2015,2014,99.38434806
Belgium,PRICERENT,IDX2015,2015,100
Belgium,PRICERENT,IDX2015,2016,101.6840805
Belgium,PRICERENT,IDX2015,2017,104.2565997
Belgium,PRICERENT,IDX2015,2018,106.1467342
Belgium,PRICERENT,IDX2015,2019,109.2026268
Belgium,PRICERENT,IDX2015,2020,110.848483
Belgium,REAL,IDX2015,1970,37.69952959
Belgium,REAL,IDX2015,1971,35.51988353
Belgium,REAL,IDX2015,1972,36.57815976
Belgium,REAL,IDX2015,1973,39.40339826
Belgium,REAL,IDX2015,1974,40.18273797
Belgium,REAL,IDX2015,1975,41.2678696
Belgium,REAL,IDX2015,1976,46.37992051
Belgium,REAL,IDX2015,1977,50.39129816
Belgium,REAL,IDX2015,1978,53.99080021
Belgium,REAL,IDX2015,1979,56.36002743
Belgium,REAL,IDX2015,1980,51.32520792
Belgium,REAL,IDX2015,1981,45.18666824
Belgium,REAL,IDX2015,1982,40.61436457
Belgium,REAL,IDX2015,1983,37.31825265
Belgium,REAL,IDX2015,1984,36.05882262
Belgium,REAL,IDX2015,1985,34.85197741
Belgium,REAL,IDX2015,1986,36.34205943
Belgium,REAL,IDX2015,1987,38.03606356
Belgium,REAL,IDX2015,1988,40.62115832
Belgium,REAL,IDX2015,1989,44.54819036
Belgium,REAL,IDX2015,1990,47.96038537
Belgium,REAL,IDX2015,1991,48.63142528
Belgium,REAL,IDX2015,1992,50.93666353
Belgium,REAL,IDX2015,1993,52.31104899
Belgium,REAL,IDX2015,1994,54.43404006
Belgium,REAL,IDX2015,1995,56.02899218
Belgium,REAL,IDX2015,1996,56.88530846
Belgium,REAL,IDX2015,1997,57.43152824
Belgium,REAL,IDX2015,1998,60.39887591
Belgium,REAL,IDX2015,1999,64.44535158
Belgium,REAL,IDX2015,2000,65.71789305
Belgium,REAL,IDX2015,2001,67.32980427
Belgium,REAL,IDX2015,2002,70.90166446
Belgium,REAL,IDX2015,2003,74.67242698
Belgium,REAL,IDX2015,2004,79.17421246
Belgium,REAL,IDX2015,2005,85.96650385
Belgium,REAL,IDX2015,2006,91.82365798
Belgium,REAL,IDX2015,2007,96.40098584
Belgium,REAL,IDX2015,2008,97.5626755
Belgium,REAL,IDX2015,2009,97.90437473
Belgium,REAL,IDX2015,2010,99.10939295
Belgium,REAL,IDX2015,2011,100.23721
Belgium,REAL,IDX2015,2012,100.4529712
Belgium,REAL,IDX2015,2013,100.5616449
Belgium,REAL,IDX2015,2014,99.26253935
Belgium,REAL,IDX2015,2015,100
Belgium,REAL,IDX2015,2016,101.1026687
Belgium,REAL,IDX2015,2017,102.7931964
Belgium,REAL,IDX2015,2018,103.5785135
Belgium,REAL,IDX2015,2019,106.3705466
Belgium,REAL,IDX2015,2020,110.1386568
Belgium,RENT,IDX2015,1977,26.79607706
Belgium,RENT,IDX2015,1978,28.73270852
Belgium,RENT,IDX2015,1979,30.44984006
Belgium,RENT,IDX2015,1980,32.75167882
Belgium,RENT,IDX2015,1981,36.09750352
Belgium,RENT,IDX2015,1982,39.03362008
Belgium,RENT,IDX2015,1983,42.55125181
Belgium,RENT,IDX2015,1984,44.74093086
Belgium,RENT,IDX2015,1985,46.95688352
Belgium,RENT,IDX2015,1986,48.71585615
Belgium,RENT,IDX2015,1987,50.79512631
Belgium,RENT,IDX2015,1988,52.64442645
Belgium,RENT,IDX2015,1989,54.59118659
Belgium,RENT,IDX2015,1990,56.34124673
Belgium,RENT,IDX2015,1991,58.03604185
Belgium,RENT,IDX2015,1992,61.44999461
Belgium,RENT,IDX2015,1993,64.69221485
Belgium,RENT,IDX2015,1994,67.63968007
Belgium,RENT,IDX2015,1995,69.58644022
Belgium,RENT,IDX2015,1996,71.30804535
Belgium,RENT,IDX2015,1997,72.50974794
Belgium,RENT,IDX2015,1998,73.3564655
Belgium,RENT,IDX2015,1999,74.43128308
Belgium,RENT,IDX2015,2000,75.54151817
Belgium,RENT,IDX2015,2001,77.00102828
Belgium,RENT,IDX2015,2002,78.95080592
Belgium,RENT,IDX2015,2003,80.69355855
Belgium,RENT,IDX2015,2004,82.23293867
Belgium,RENT,IDX2015,2005,83.86897379
Belgium,RENT,IDX2015,2006,86.79314401
Belgium,RENT,IDX2015,2007,88.48653914
Belgium,RENT,IDX2015,2008,90.22924177
Belgium,RENT,IDX2015,2009,92.10692941
Belgium,RENT,IDX2015,2010,93.19247699
Belgium,RENT,IDX2015,2011,94.28126207
Belgium,RENT,IDX2015,2012,95.73539718
Belgium,RENT,IDX2015,2013,96.99554477
Belgium,RENT,IDX2015,2014,99.02761743
Belgium,RENT,IDX2015,2015,100
Belgium,RENT,IDX2015,2016,100.9408826
Belgium,RENT,IDX2015,2017,102.0304577
Belgium,RENT,IDX2015,2018,103.0804327
Belgium,RENT,IDX2015,2019,104.1894578
Belgium,RENT,IDX2015,2020,106.982933
Canada,PRICEINCOME,IDX2015,1970,70.90844006
Canada,PRICEINCOME,IDX2015,1971,68.84482788
Canada,PRICEINCOME,IDX2015,1972,65.64871586
Canada,PRICEINCOME,IDX2015,1973,67.62537152
Canada,PRICEINCOME,IDX2015,1974,73.86139947
Canada,PRICEINCOME,IDX2015,1975,71.15522489
Canada,PRICEINCOME,IDX2015,1976,72.3612075
Canada,PRICEINCOME,IDX2015,1977,69.67668105
Canada,PRICEINCOME,IDX2015,1978,65.22099864
Canada,PRICEINCOME,IDX2015,1979,65.78747831
Canada,PRICEINCOME,IDX2015,1980,66.79446472
Canada,PRICEINCOME,IDX2015,1981,67.70046912
Canada,PRICEINCOME,IDX2015,1982,58.47275927
Canada,PRICEINCOME,IDX2015,1983,59.39031657
Canada,PRICEINCOME,IDX2015,1984,54.73546483
Canada,PRICEINCOME,IDX2015,1985,53.87537844
Canada,PRICEINCOME,IDX2015,1986,60.12390188
Canada,PRICEINCOME,IDX2015,1987,66.55068717
Canada,PRICEINCOME,IDX2015,1988,72.83455978
Canada,PRICEINCOME,IDX2015,1989,77.16092089
Canada,PRICEINCOME,IDX2015,1990,72.18475547
Canada,PRICEINCOME,IDX2015,1991,73.60931799
Canada,PRICEINCOME,IDX2015,1992,74.20913725
Canada,PRICEINCOME,IDX2015,1993,74.15758376
Canada,PRICEINCOME,IDX2015,1994,76.21693702
Canada,PRICEINCOME,IDX2015,1995,71.51631215
Canada,PRICEINCOME,IDX2015,1996,70.93892014
Canada,PRICEINCOME,IDX2015,1997,70.79018882
Canada,PRICEINCOME,IDX2015,1998,67.524938
Canada,PRICEINCOME,IDX2015,1999,66.3808379
Canada,PRICEINCOME,IDX2015,2000,65.42374021
Canada,PRICEINCOME,IDX2015,2001,66.32559996
Canada,PRICEINCOME,IDX2015,2002,69.52422516
Canada,PRICEINCOME,IDX2015,2003,73.429884
Canada,PRICEINCOME,IDX2015,2004,76.37783097
Canada,PRICEINCOME,IDX2015,2005,79.70027728
Canada,PRICEINCOME,IDX2015,2006,84.25294662
Canada,PRICEINCOME,IDX2015,2007,89.91894658
Canada,PRICEINCOME,IDX2015,2008,90.78948646
Canada,PRICEINCOME,IDX2015,2009,87.80381194
Canada,PRICEINCOME,IDX2015,2010,92.37288679
Canada,PRICEINCOME,IDX2015,2011,93.73760317
Canada,PRICEINCOME,IDX2015,2012,95.57201919
Canada,PRICEINCOME,IDX2015,2013,95.17030281
