Suburb,Month,Year,avg_price
HEIDELBERG WEST,8,2017,638550.8
HEIDELBERG WEST,9,2017,705333.33
HIGHETT,5,2017,1418131.5
HIGHETT,6,2017,1088108.1
HIGHETT,7,2017,1147900.94
HIGHETT,8,2017,1299444.44
HIGHETT,9,2017,1069958.33
HILLSIDE,5,2017,629500
HILLSIDE,6,2017,541666.67
HILLSIDE,7,2017,618975
HILLSIDE,8,2017,693509.33
HILLSIDE,9,2017,693928.57
HOPPERS CROSSING,5,2017,520319.27
HOPPERS CROSSING,6,2017,584065.57
HOPPERS CROSSING,7,2017,557132
HOPPERS CROSSING,8,2017,524389.22
HOPPERS CROSSING,9,2017,556944.41
HUGHESDALE,4,2016,455000
HUGHESDALE,5,2016,999438.67
HUGHESDALE,6,2016,648000
HUGHESDALE,7,2016,915000
HUGHESDALE,8,2016,1282666.67
HUGHESDALE,9,2016,1079620.86
HUGHESDALE,10,2016,1123831.6
HUGHESDALE,11,2016,1060100
HUGHESDALE,12,2016,1325343.75
HUGHESDALE,2,2017,1394173
HUGHESDALE,3,2017,855000
HUGHESDALE,4,2017,812666.67
HUGHESDALE,5,2017,1270165.43
HUGHESDALE,6,2017,865343.75
HUGHESDALE,7,2017,862666.67
HUGHESDALE,8,2017,1285052.67
HUGHESDALE,9,2017,1044750
HUNTINGDALE,6,2017,1119400
HUNTINGDALE,7,2017,870000
HUNTINGDALE,8,2017,1190000
HUNTINGDALE,9,2017,1142500
HURSTBRIDGE,8,2017,790000
IVANHOE,4,2016,721979.4
IVANHOE,5,2016,1170882.09
IVANHOE,6,2016,1417316.11
IVANHOE,7,2016,997105.33
IVANHOE,8,2016,1017014.5
IVANHOE,9,2016,1099112.15
IVANHOE,10,2016,1144754.86
IVANHOE,11,2016,1081579.12
IVANHOE,12,2016,747250
IVANHOE,2,2017,1296311.57
IVANHOE,3,2017,1550796.75
IVANHOE,4,2017,1338020.11
IVANHOE,5,2017,1289297.67
IVANHOE,6,2017,1189718.1
IVANHOE,7,2017,1569907.27
IVANHOE,8,2017,1157349.25
IVANHOE,9,2017,1222923.29
IVANHOE EAST,4,2016,1744182
IVANHOE EAST,5,2016,1858841
IVANHOE EAST,6,2016,1875000
IVANHOE EAST,7,2016,1085500
IVANHOE EAST,8,2016,1227500
IVANHOE EAST,10,2016,1840000
IVANHOE EAST,11,2016,2274000
IVANHOE EAST,12,2016,2295000
IVANHOE EAST,2,2017,2850000
IVANHOE EAST,5,2017,2041000
IVANHOE EAST,6,2017,1680272.8
IVANHOE EAST,7,2017,1880333.33
IVANHOE EAST,8,2017,2333333.33
IVANHOE EAST,9,2017,1471363.67
JACANA,2,2016,461000
JACANA,4,2016,352500
JACANA,5,2016,474166.67
JACANA,6,2016,475500
JACANA,7,2016,421000
JACANA,8,2016,398000
JACANA,9,2016,460000
JACANA,11,2016,495000
JACANA,12,2016,488600
JACANA,2,2017,611000
JACANA,3,2017,544000
JACANA,4,2017,536266.67
JACANA,5,2017,550875
JACANA,6,2017,556000
JACANA,7,2017,548114.29
JACANA,8,2017,545000
JACANA,9,2017,564650
KEALBA,5,2016,407500
KEALBA,6,2016,375500
KEALBA,7,2016,563500
KEALBA,8,2016,583333.33
KEALBA,9,2016,595364.5
KEALBA,10,2016,747500
KEALBA,11,2016,606000
KEALBA,12,2016,573500
KEALBA,3,2017,633455
KEALBA,4,2017,608000
KEALBA,5,2017,678500
KEALBA,6,2017,633455
KEALBA,7,2017,590000
KEALBA,9,2017,661000
KEILOR,5,2017,895000
KEILOR,6,2017,875000
KEILOR,7,2017,769750
KEILOR,8,2017,818500
KEILOR,9,2017,732833.33
KEILOR DOWNS,5,2017,617000
KEILOR DOWNS,6,2017,637157.14
KEILOR DOWNS,7,2017,649000
KEILOR DOWNS,8,2017,711800.2
KEILOR DOWNS,9,2017,700000
KEILOR EAST,4,2016,732500
KEILOR EAST,5,2016,688952.53
KEILOR EAST,6,2016,772784.62
KEILOR EAST,7,2016,827000
KEILOR EAST,8,2016,692508.44
KEILOR EAST,9,2016,730143.11
KEILOR EAST,10,2016,771250
KEILOR EAST,11,2016,816297.23
KEILOR EAST,12,2016,766357.33
KEILOR EAST,2,2017,600750
KEILOR EAST,3,2017,746687.5
KEILOR EAST,4,2017,816064
KEILOR EAST,5,2017,837424.25
KEILOR EAST,6,2017,1196521.25
KEILOR EAST,7,2017,909545.45
KEILOR EAST,8,2017,957136.36
KEILOR EAST,9,2017,908144.44
KEILOR LODGE,7,2017,640000
KEILOR LODGE,9,2017,680000
KEILOR PARK,5,2016,615666.67
KEILOR PARK,6,2016,544833.33
KEILOR PARK,7,2016,685000
KEILOR PARK,9,2016,475000
KEILOR PARK,10,2016,685000
KEILOR PARK,11,2016,558666.67
KEILOR PARK,12,2016,766000
KEILOR PARK,2,2017,843000
KEILOR PARK,3,2017,820500
KEILOR PARK,4,2017,716333.33
KEILOR PARK,5,2017,752500
KEILOR PARK,6,2017,680000
KEILOR PARK,7,2017,701000
KEILOR PARK,8,2017,821000
KEILOR PARK,9,2017,680000
KENSINGTON,4,2016,891750
KENSINGTON,5,2016,863216.88
KENSINGTON,6,2016,588995.36
KENSINGTON,7,2016,866500
KENSINGTON,8,2016,789158.83
KENSINGTON,9,2016,858714.1
KENSINGTON,10,2016,977517.63
KENSINGTON,11,2016,898035.9
KENSINGTON,12,2016,680794.88
KENSINGTON,2,2017,975873
KENSINGTON,3,2017,792000
KENSINGTON,4,2017,824654.92
KENSINGTON,5,2017,790611.11
KENSINGTON,6,2017,851296.85
KENSINGTON,7,2017,636739.93
KENSINGTON,8,2017,1034250
KENSINGTON,9,2017,891450
KEW,4,2016,1805286.25
KEW,5,2016,2046840.56
KEW,6,2016,1748761.67
KEW,7,2016,1299690.78
KEW,8,2016,1984799.38
KEW,9,2016,1920079.38
KEW,10,2016,1621432.69
KEW,11,2016,1923601.18
KEW,12,2016,1779377.17
KEW,2,2017,1781368
KEW,3,2017,2177499.57
KEW,4,2017,1478768.33
KEW,5,2017,1770039.22
KEW,6,2017,1717396.14
KEW,7,2017,1313336.42
KEW,8,2017,1877610
KEW,9,2017,2151629.8
KEW EAST,4,2016,2081000
KEW EAST,5,2016,1661121
KEW EAST,6,2016,1770000
KEW EAST,7,2016,1615972
KEW EAST,8,2016,1277996
KEW EAST,9,2016,1474301.23
KEW EAST,10,2016,1944600
KEW EAST,11,2016,1657947.13
KEW EAST,12,2016,2121166.5
KEW EAST,2,2017,1378718
KEW EAST,3,2017,2119261
KEW EAST,4,2017,1960750
KEW EAST,5,2017,1407460.91
KEW EAST,6,2017,2003243
KEW EAST,7,2017,1325990.67
KEW EAST,8,2017,1733049.33
KEW EAST,9,2017,1722324.93
KEYSBOROUGH,5,2017,1017200
KEYSBOROUGH,6,2017,748500
KEYSBOROUGH,7,2017,754200
KEYSBOROUGH,8,2017,930000
KEYSBOROUGH,9,2017,806933.33
KILSYTH,6,2017,721750
KILSYTH,7,2017,811000
KILSYTH,8,2017,764333.33
KILSYTH,9,2017,762000
KINGS PARK,5,2017,520000
KINGS PARK,6,2017,553600
KINGS PARK,7,2017,538333.33
KINGS PARK,8,2017,556800
KINGS PARK,9,2017,573300
KINGSBURY,5,2016,635000
KINGSBURY,6,2016,568500
KINGSBURY,7,2016,705500
KINGSBURY,8,2016,599000
KINGSBURY,10,2016,980000
KINGSBURY,11,2016,768722.25
KINGSBURY,12,2016,480000
KINGSBURY,2,2017,689000
KINGSBURY,3,2017,731000
KINGSBURY,5,2017,488000
KINGSBURY,6,2017,1025000.5
KINGSBURY,7,2017,672750
KINGSBURY,8,2017,900000
KINGSBURY,9,2017,632750
KINGSVILLE,5,2016,669000
KINGSVILLE,6,2016,1114226.67
KINGSVILLE,7,2016,720753.25
KINGSVILLE,8,2016,859812.5
KINGSVILLE,9,2016,892536
KINGSVILLE,10,2016,595000
KINGSVILLE,11,2016,998333.33
KINGSVILLE,12,2016,895440
KINGSVILLE,2,2017,1085000
KINGSVILLE,3,2017,834253.25
KINGSVILLE,4,2017,860000
KINGSVILLE,5,2017,1014500
KINGSVILLE,6,2017,964226.67
KINGSVILLE,7,2017,513892.5
KINGSVILLE,8,2017,735000
KINGSVILLE,9,2017,874063.33
KNOXFIELD,5,2017,1060466.67
KNOXFIELD,7,2017,1040000
KNOXFIELD,8,2017,749500
KOOYONG,9,2016,926667
KOOYONG,10,2016,1290000
KOOYONG,11,2016,1538416.75
KOOYONG,2,2017,2447500
KOOYONG,3,2017,1706000
KOOYONG,6,2017,1188000
KOOYONG,7,2017,926667
KOOYONG,8,2017,1950000
KURUNJANG,7,2017,355666.67
KURUNJANG,8,2017,373250
KURUNJANG,9,2017,296000
LALOR,5,2017,553000
LALOR,6,2017,582862.5
LALOR,7,2017,644312.5
LALOR,8,2017,628650
LALOR,9,2017,690409.09
LANGWARRIN,6,2017,400000
LANGWARRIN,7,2017,603125
LANGWARRIN,8,2017,757375
LANGWARRIN,9,2017,554650
LOWER PLENTY,5,2017,650000
LOWER PLENTY,7,2017,936000
LOWER PLENTY,8,2017,764000
LOWER PLENTY,9,2017,936000
MAIDSTONE,2,2016,1063500
MAIDSTONE,4,2016,616661.67
MAIDSTONE,5,2016,674000
MAIDSTONE,6,2016,572652.33
MAIDSTONE,7,2016,706250
MAIDSTONE,8,2016,631823.78
MAIDSTONE,9,2016,751356.07
MAIDSTONE,10,2016,699812.5
MAIDSTONE,11,2016,854663.33
MAIDSTONE,12,2016,652285.71
MAIDSTONE,2,2017,666250
MAIDSTONE,3,2017,628239.25
MAIDSTONE,4,2017,721017.75
MAIDSTONE,5,2017,726918.5
MAIDSTONE,6,2017,717871.25
MAIDSTONE,7,2017,709683.42
MAIDSTONE,8,2017,672062.5
MAIDSTONE,9,2017,710065.29
MALVERN,4,2016,1437000
MALVERN,5,2016,1724318.5
MALVERN,6,2016,1905099.83
MALVERN,7,2016,1932232.11
MALVERN,8,2016,2723374.15
MALVERN,9,2016,1851407
MALVERN,10,2016,1136618.71
MALVERN,11,2016,1841384.81
MALVERN,12,2016,2561862.8
MALVERN,2,2017,2389282.64
MALVERN,3,2017,1904049.75
MALVERN,4,2017,1098481.33
MALVERN,5,2017,2060035.62
MALVERN,6,2017,2500948.31
MALVERN,7,2017,456500
MALVERN,8,2017,2098923.43
MALVERN,9,2017,1984944.29
MALVERN EAST,2,2016,350000
MALVERN EAST,4,2016,1347483.6
MALVERN EAST,5,2016,1463641.38
MALVERN EAST,6,2016,1352624.93
MALVERN EAST,7,2016,1420260.08
MALVERN EAST,8,2016,1655067.59
MALVERN EAST,9,2016,1286929.61
MALVERN EAST,10,2016,1499405.14
MALVERN EAST,11,2016,1395763.41
MALVERN EAST,12,2016,1841274.77
MALVERN EAST,2,2017,1632715.2
MALVERN EAST,3,2017,1516512.05
MALVERN EAST,4,2017,1508190.86
MALVERN EAST,5,2017,1582281.7
MALVERN EAST,6,2017,1947948.83
MALVERN EAST,7,2017,1338916.71
MALVERN EAST,8,2017,1867127.5
MALVERN EAST,9,2017,1542730
MARIBYRNONG,2,2016,560000
MARIBYRNONG,4,2016,827941
MARIBYRNONG,5,2016,737722.57
MARIBYRNONG,6,2016,773950
MARIBYRNONG,7,2016,644203.18
MARIBYRNONG,8,2016,769182.8
MARIBYRNONG,9,2016,869659.5
MARIBYRNONG,10,2016,916776.4
MARIBYRNONG,11,2016,742762.94
MARIBYRNONG,12,2016,649897
MARIBYRNONG,2,2017,888000
MARIBYRNONG,3,2017,797509.8
MARIBYRNONG,4,2017,879400
MARIBYRNONG,5,2017,913478.55
MARIBYRNONG,6,2017,885026.11
MARIBYRNONG,7,2017,789259.27
MARIBYRNONG,8,2017,1176911.7
MARIBYRNONG,9,2017,733965.18
MCKINNON,5,2017,1250000
MCKINNON,6,2017,1348951.43
MCKINNON,7,2017,1168000
MCKINNON,8,2017,1426614.29
MCKINNON,9,2017,1393100
MEADOW HEIGHTS,6,2017,467000
MEADOW HEIGHTS,7,2017,471858
MEADOW HEIGHTS,8,2017,535000
MEADOW HEIGHTS,9,2017,496643.8
MELBOURNE,2,2016,520000
MELBOURNE,4,2016,600250
MELBOURNE,5,2016,681033.35
MELBOURNE,6,2016,1028312.67
MELBOURNE,7,2016,693558.33
MELBOURNE,8,2016,481257.44
MELBOURNE,9,2016,675424.31
MELBOURNE,10,2016,590855.18
MELBOURNE,11,2016,618351.94
MELBOURNE,12,2016,665802.33
MELBOURNE,2,2017,871938
MELBOURNE,3,2017,869789.89
MELBOURNE,4,2017,813543
MELBOURNE,5,2017,710214.29
MELBOURNE,6,2017,701103.2
MELBOURNE,7,2017,599581.4
MELBOURNE,8,2017,645604.67
MELBOURNE,9,2017,730051.25
MELTON,5,2017,295000
MELTON,6,2017,400514.4
MELTON,7,2017,422457.2
MELTON,8,2017,481333.33
MELTON,9,2017,408800
MELTON SOUTH,5,2017,347500
MELTON SOUTH,6,2017,392118
MELTON SOUTH,7,2017,362314.08
MELTON SOUTH,8,2017,398333.33
MELTON SOUTH,9,2017,385983.2
MELTON WEST,5,2017,410000
MELTON WEST,6,2017,377500
MELTON WEST,7,2017,420529.25
MELTON WEST,8,2017,600000
MELTON WEST,9,2017,432773.86
MENTONE,5,2017,1247500
MENTONE,6,2017,816100
MENTONE,7,2017,950400
MENTONE,8,2017,1147850
MENTONE,9,2017,902714.29
MERNDA,5,2017,730000
MERNDA,6,2017,546927
MERNDA,7,2017,655727.63
MERNDA,8,2017,630400
MERNDA,9,2017,605723.14
MICKLEHAM,7,2017,570000
MICKLEHAM,9,2017,450000
MIDDLE PARK,4,2016,1321206.33
MIDDLE PARK,5,2016,1020000
MIDDLE PARK,6,2016,2250333.33
MIDDLE PARK,7,2016,2366746
MIDDLE PARK,8,2016,1800000
MIDDLE PARK,9,2016,4500000
MIDDLE PARK,10,2016,1194769
MIDDLE PARK,11,2016,2375000
MIDDLE PARK,12,2016,2288500
MIDDLE PARK,2,2017,1920000
MIDDLE PARK,3,2017,2075384.5
MIDDLE PARK,4,2017,1747500
MIDDLE PARK,5,2017,2629723.8
MIDDLE PARK,6,2017,2485732.13
MIDDLE PARK,7,2017,2238619
MIDDLE PARK,8,2017,2603333.33
MIDDLE PARK,9,2017,2359055.43
MILL PARK,5,2017,619625
MILL PARK,6,2017,619027.69
MILL PARK,7,2017,675019.26
MILL PARK,8,2017,557240.5
MILL PARK,9,2017,663079.1
MITCHAM,5,2017,895886.38
MITCHAM,6,2017,1046552.09
MITCHAM,7,2017,964777.78
MITCHAM,8,2017,896780
MITCHAM,9,2017,1040994.94
MONT ALBERT,2,2016,750000
MONT ALBERT,5,2016,1114204.33
MONT ALBERT,6,2016,1720700
MONT ALBERT,7,2016,908000
MONT ALBERT,8,2016,1857353
MONT ALBERT,9,2016,1570975
MONT ALBERT,10,2016,1268333.33
MONT ALBERT,11,2016,1555387.5
MONT ALBERT,12,2016,1169495.2
MONT ALBERT,2,2017,3079706
MONT ALBERT,3,2017,2039497.67
MONT ALBERT,4,2017,1316955.2
MONT ALBERT,5,2017,1457041.67
MONT ALBERT,6,2017,1746266.67
MONT ALBERT,7,2017,1789295.2
MONT ALBERT,8,2017,1929706
MONT ALBERT,9,2017,1485365.22
MONTMORENCY,5,2017,960750
MONTMORENCY,6,2017,699000
MONTMORENCY,7,2017,921306.4
MONTMORENCY,8,2017,841720
MONTMORENCY,9,2017,813250
MONTROSE,7,2017,735000
MOONEE PONDS,4,2016,1278000
MOONEE PONDS,5,2016,1037698.86
MOONEE PONDS,6,2016,1140430.33
MOONEE PONDS,7,2016,1010504.71
MOONEE PONDS,8,2016,906541.44
MOONEE PONDS,9,2016,934324.45
MOONEE PONDS,10,2016,1146079.73
MOONEE PONDS,11,2016,981782.54
MOONEE PONDS,12,2016,1241992.33
MOONEE PONDS,2,2017,1208333.33
MOONEE PONDS,3,2017,1212870.54
MOONEE PONDS,4,2017,1160222.81
MOONEE PONDS,5,2017,1377570.09
MOONEE PONDS,6,2017,989964.94
MOONEE PONDS,7,2017,1245242.33
MOONEE PONDS,8,2017,1135125
MOONEE PONDS,9,2017,1087860.4
MOORABBIN,2,2016,1417250
MOORABBIN,4,2016,910000
MOORABBIN,5,2016,974884.2
MOORABBIN,6,2016,996925
MOORABBIN,7,2016,824857.14
MOORABBIN,8,2016,919280.67
MOORABBIN,9,2016,962458.33
MOORABBIN,10,2016,935710.5
MOORABBIN,11,2016,863250
MOORABBIN,12,2016,988025
MOORABBIN,2,2017,1076312.5
MOORABBIN,3,2017,1073750
MOORABBIN,4,2017,1021405
MOORABBIN,5,2017,931750
MOORABBIN,6,2017,1190960.5
MOORABBIN,7,2017,1087500
MOORABBIN,8,2017,1087666.67
MOORABBIN,9,2017,1044375
MOOROOLBARK,6,2017,723350
MOOROOLBARK,7,2017,729898.86
MOOROOLBARK,8,2017,780908.4
MOOROOLBARK,9,2017,749010.5
MORDIALLOC,6,2017,981623.36
MORDIALLOC,7,2017,875666.67
MORDIALLOC,8,2017,1377000
MORDIALLOC,9,2017,903485.71
MOUNT EVELYN,6,2017,620000
MOUNT EVELYN,8,2017,515000
MOUNT WAVERLEY,5,2017,1292428.13
MOUNT WAVERLEY,6,2017,1241051.96
MOUNT WAVERLEY,7,2017,1444873.61
MOUNT WAVERLEY,8,2017,1457993.5
MOUNT WAVERLEY,9,2017,1388312.2
MULGRAVE,5,2017,1001304.5
MULGRAVE,6,2017,1010803.31
MULGRAVE,7,2017,1509784.06
MULGRAVE,8,2017,922333.33
MULGRAVE,9,2017,912083.33
MURRUMBEENA,2,2016,1206607
MURRUMBEENA,4,2016,963303.5
MURRUMBEENA,5,2016,1156633.3
MURRUMBEENA,6,2016,1038439.36
MURRUMBEENA,7,2016,921125
MURRUMBEENA,8,2016,1075215.56
MURRUMBEENA,9,2016,632571.5
MURRUMBEENA,10,2016,864857.2
MURRUMBEENA,11,2016,1060000
MURRUMBEENA,12,2016,1146816.17
MURRUMBEENA,2,2017,1046000
MURRUMBEENA,3,2017,1048767.83
MURRUMBEENA,4,2017,713761.11
MURRUMBEENA,5,2017,1157161.67
MURRUMBEENA,6,2017,1017797.57
MURRUMBEENA,7,2017,1073961.09
MURRUMBEENA,8,2017,1237803.5
MURRUMBEENA,9,2017,1040255.18
NARRE WARREN,5,2017,736167
NARRE WARREN,6,2017,581250
NARRE WARREN,7,2017,617232
NARRE WARREN,8,2017,612500
NARRE WARREN,9,2017,763222.33
NEW GISBORNE,9,2017,690000
NEWPORT,4,2016,743714.29
NEWPORT,5,2016,1030425.27
NEWPORT,6,2016,963942.92
NEWPORT,7,2016,871536.75
NEWPORT,8,2016,1213720.44
NEWPORT,9,2016,956540.82
NEWPORT,10,2016,906143.78
NEWPORT,11,2016,998736.79
NEWPORT,12,2016,924666.67
NEWPORT,2,2017,1088571.43
NEWPORT,3,2017,946032.67
NEWPORT,4,2017,1201688.9
NEWPORT,5,2017,1254562.69
NEWPORT,6,2017,1063699
NEWPORT,7,2017,867533.25
NEWPORT,8,2017,942847.25
NEWPORT,9,2017,1083991.44
NIDDRIE,4,2016,963000
NIDDRIE,5,2016,897246.45
NIDDRIE,6,2016,784205.22
NIDDRIE,7,2016,741916.67
NIDDRIE,8,2016,1002500
NIDDRIE,9,2016,959062.5
NIDDRIE,10,2016,727500
NIDDRIE,11,2016,943300
NIDDRIE,12,2016,906333.33
NIDDRIE,2,2017,809950
NIDDRIE,3,2017,1197000
NIDDRIE,4,2017,1002142.86
NIDDRIE,5,2017,889100
NIDDRIE,6,2017,1328569.4
NIDDRIE,7,2017,979000
NIDDRIE,8,2017,1165141.17
NIDDRIE,9,2017,1137888.89
NOBLE PARK,5,2017,715883.33
NOBLE PARK,6,2017,681323.33
NOBLE PARK,7,2017,634584.67
NOBLE PARK,8,2017,585772.75
NOBLE PARK,9,2017,574314.6
NORTH MELBOURNE,4,2016,793598
NORTH MELBOURNE,5,2016,781344.86
NORTH MELBOURNE,6,2016,1016250
NORTH MELBOURNE,7,2016,596857
NORTH MELBOURNE,8,2016,756034.5
NORTH MELBOURNE,9,2016,1282525
NORTH MELBOURNE,10,2016,993187.5
NORTH MELBOURNE,11,2016,624111.07
NORTH MELBOURNE,12,2016,708553.5
NORTH MELBOURNE,2,2017,1064931.33
NORTH MELBOURNE,3,2017,1003000
NORTH MELBOURNE,4,2017,729566.67
NORTH MELBOURNE,5,2017,1408948.5
NORTH MELBOURNE,6,2017,744569.78
NORTH MELBOURNE,7,2017,742533.33
NORTH MELBOURNE,8,2017,1061829.33
NORTH MELBOURNE,9,2017,973870.43
NORTH WARRANDYTE,6,2017,1550000
NORTH WARRANDYTE,9,2017,902000
NORTHCOTE,2,2016,882474
NORTHCOTE,4,2016,1271000
NORTHCOTE,5,2016,1189890.86
NORTHCOTE,6,2016,1352909.63
NORTHCOTE,7,2016,1590570.91
NORTHCOTE,8,2016,1250894.17
NORTHCOTE,9,2016,1139151.93
NORTHCOTE,10,2016,1295418.8
NORTHCOTE,11,2016,1260668
NORTHCOTE,12,2016,1154601.64
NORTHCOTE,2,2017,977329
NORTHCOTE,3,2017,1281496.27
NORTHCOTE,4,2017,1059594.15
NORTHCOTE,5,2017,1356676.1
NORTHCOTE,6,2017,1096805.71
NORTHCOTE,7,2017,1214721.53
NORTHCOTE,8,2017,1284182
NORTHCOTE,9,2017,1238706.49
NOTTING HILL,6,2017,840000
NOTTING HILL,7,2017,1211000
NOTTING HILL,8,2017,1001000
NOTTING HILL,9,2017,1164500
NUNAWADING,5,2017,1194000
NUNAWADING,6,2017,1040214.31
NUNAWADING,7,2017,957287.25
NUNAWADING,8,2017,1011737.29
NUNAWADING,9,2017,946547.67
OAK PARK,4,2016,728179.67
OAK PARK,5,2016,799561.17
OAK PARK,6,2016,785400
OAK PARK,7,2016,752750
OAK PARK,8,2016,689419.71
OAK PARK,9,2016,694295.33
OAK PARK,10,2016,745565.67
OAK PARK,11,2016,832288.22
OAK PARK,12,2016,723421
OAK PARK,2,2017,872769.5
OAK PARK,3,2017,967750
OAK PARK,4,2017,781299.25
OAK PARK,5,2017,1023833.33
OAK PARK,6,2017,838937.73
OAK PARK,7,2017,934333.33
OAK PARK,8,2017,928000
OAK PARK,9,2017,860500
OAKLEIGH,4,2016,995167
OAKLEIGH,5,2016,837500
OAKLEIGH,6,2016,823833.38
OAKLEIGH,7,2016,838533.25
OAKLEIGH,8,2016,703250
OAKLEIGH,9,2016,1016345.75
OAKLEIGH,10,2016,884069.5
OAKLEIGH,11,2016,1158569.64
OAKLEIGH,2,2017,1243566.5
OAKLEIGH,3,2017,975733.4
OAKLEIGH,4,2017,1717500
OAKLEIGH,5,2017,1121285.71
OAKLEIGH,6,2017,1493000
OAKLEIGH,7,2017,1323389
OAKLEIGH,8,2017,1216666.67
OAKLEIGH,9,2017,974402.83
OAKLEIGH EAST,5,2017,1102000
OAKLEIGH EAST,6,2017,1046444.5
OAKLEIGH EAST,7,2017,941666.67
OAKLEIGH EAST,8,2017,905000
OAKLEIGH EAST,9,2017,1102666.67
OAKLEIGH SOUTH,2,2016,876000
OAKLEIGH SOUTH,5,2016,858857.8
OAKLEIGH SOUTH,6,2016,791679.67
OAKLEIGH SOUTH,7,2016,901211.75
OAKLEIGH SOUTH,8,2016,1144250
OAKLEIGH SOUTH,9,2016,886812.5
OAKLEIGH SOUTH,10,2016,979250
OAKLEIGH SOUTH,11,2016,917988.94
OAKLEIGH SOUTH,12,2016,1101750
OAKLEIGH SOUTH,2,2017,1046133.4
OAKLEIGH SOUTH,3,2017,1089757.8
OAKLEIGH SOUTH,4,2017,988724.63
OAKLEIGH SOUTH,5,2017,1103322.25
OAKLEIGH SOUTH,6,2017,1154921
OAKLEIGH SOUTH,7,2017,1018487.91
OAKLEIGH SOUTH,8,2017,966639.6
OAKLEIGH SOUTH,9,2017,1090901
OFFICER,7,2017,559000
ORMOND,2,2016,250000
ORMOND,4,2016,990700
ORMOND,5,2016,727666.67
ORMOND,6,2016,1133400
ORMOND,7,2016,792000
ORMOND,8,2016,1250714.29
ORMOND,9,2016,1348626.88
ORMOND,10,2016,1414285.71
ORMOND,11,2016,1113722.22
ORMOND,12,2016,1392217
ORMOND,2,2017,960333.33
ORMOND,3,2017,1369534.29
ORMOND,4,2017,1194360
ORMOND,5,2017,1311407.78
ORMOND,6,2017,647000
ORMOND,7,2017,727440.83
ORMOND,8,2017,1143838.5
ORMOND,9,2017,1293644.44
PAKENHAM,5,2017,488200
PAKENHAM,6,2017,460250
PAKENHAM,7,2017,539250
PAKENHAM,8,2017,442000
PARKDALE,5,2017,1386500
PARKDALE,6,2017,1179629.67
PARKDALE,7,2017,1071493.11
PARKDALE,8,2017,1162714.29
PARKDALE,9,2017,968192
PARKVILLE,4,2016,436562
PARKVILLE,5,2016,1340000
PARKVILLE,6,2016,2118464.5
PARKVILLE,7,2016,638000
PARKVILLE,8,2016,1147650
PARKVILLE,9,2016,1579000
PARKVILLE,10,2016,1029900
PARKVILLE,11,2016,1276916.67
PARKVILLE,12,2016,1360000
PARKVILLE,2,2017,637890
PARKVILLE,4,2017,500000
PARKVILLE,5,2017,2120200
PARKVILLE,6,2017,1250225
PARKVILLE,7,2017,965280
PARKVILLE,8,2017,1130560
PASCOE VALE,4,2016,672535.11
PASCOE VALE,5,2016,613384
PASCOE VALE,6,2016,657452.73
PASCOE VALE,7,2016,675573.85
PASCOE VALE,8,2016,636065.41
PASCOE VALE,9,2016,759126.86
PASCOE VALE,10,2016,808301.45
PASCOE VALE,11,2016,806938.58
PASCOE VALE,12,2016,783467.67
PASCOE VALE,2,2017,750806.2
PASCOE VALE,3,2017,881859.75
PASCOE VALE,4,2017,789794.22
PASCOE VALE,5,2017,742528.93
PASCOE VALE,6,2017,809014.58
PASCOE VALE,7,2017,808737.38
PASCOE VALE,8,2017,695851.76
PASCOE VALE,9,2017,795482.74
PATTERSON LAKES,6,2017,670000
PATTERSON LAKES,8,2017,670000
PATTERSON LAKES,9,2017,670000
PLUMPTON,9,2017,625500
POINT COOK,5,2017,686000
POINT COOK,6,2017,645689.4
POINT COOK,7,2017,663120.2
POINT COOK,8,2017,620600
POINT COOK,9,2017,666631.55
PORT MELBOURNE,2,2016,550000
PORT MELBOURNE,4,2016,1183750.56
PORT MELBOURNE,5,2016,1171272.46
PORT MELBOURNE,6,2016,1071209.77
PORT MELBOURNE,7,2016,1310857
PORT MELBOURNE,8,2016,1015216.09
PORT MELBOURNE,9,2016,1139587.67
PORT MELBOURNE,10,2016,1326166.5
PORT MELBOURNE,11,2016,1214239.75
PORT MELBOURNE,12,2016,1416986.29
PORT MELBOURNE,2,2017,1381707
PORT MELBOURNE,3,2017,1320490.14
PORT MELBOURNE,4,2017,1335130.9
PORT MELBOURNE,5,2017,1281866.33
PORT MELBOURNE,6,2017,1194655.25
PORT MELBOURNE,7,2017,1361114.18
PORT MELBOURNE,8,2017,1591273.64
PORT MELBOURNE,9,2017,1371851.31
PRAHRAN,4,2016,1113061.56
PRAHRAN,5,2016,1311823.24
PRAHRAN,6,2016,1024994.82
PRAHRAN,7,2016,1262841.86
PRAHRAN,8,2016,888014.47
PRAHRAN,9,2016,1042855.58
PRAHRAN,10,2016,1144650.6
PRAHRAN,11,2016,1140444.3
PRAHRAN,12,2016,1145032.18
PRAHRAN,2,2017,1352289.5
PRAHRAN,3,2017,1123231.96
PRAHRAN,4,2017,1138764.18
PRAHRAN,5,2017,1060799.41
PRAHRAN,6,2017,1235648.67
PRAHRAN,7,2017,766402.55
PRAHRAN,8,2017,1480840
PRAHRAN,9,2017,1315460.37
PRESTON,4,2016,947505.67
PRESTON,5,2016,881597.22
PRESTON,6,2016,825389.58
PRESTON,7,2016,690428.56
PRESTON,8,2016,837081.05
PRESTON,9,2016,882388.89
PRESTON,10,2016,866001.7
PRESTON,11,2016,817188.28
