NSW,Australia,Israel,420,597,594,702,761,775,747,710,602,426,350,244,234,272,231,197,212,184,195,102,264,273,162,294,269,223,195,182,122,102,98,64,66,80,51,53,32,76,27,18
NSW,Australia,Italy,526,702,859,934,1091,1385,1518,1702,1965,1994,1781,2065,2685,3004,3161,3278,3237,3018,3020,1222,214,246,319,322,443,473,534,658,753,734,689,793,873,904,845,938,837,666,716,196
NSW,Australia,Jamaica,65,121,110,114,61,36,22,39,47,36,23,24,30,12,43,75,88,83,64,29,41,61,14,6,13,0,10,27,11,0,11,12,6,0,31,15,16,11,16,5
NSW,Australia,Japan,8699,9943,11923,13244,13275,12088,10128,8914,7894,6647,5877,5653,5592,5174,5489,5734,6035,5841,5967,2695,3863,4171,5119,5120,4563,3988,3216,2686,2254,1871,1965,1969,2088,1562,1865,1810,1619,1833,1719,523
NSW,Australia,Jordan,2226,2244,2207,2206,2172,2209,1981,1840,2006,1768,1476,1501,1916,1874,1883,2070,2182,1971,1789,673,894,780,839,682,648,781,697,676,614,400,396,649,572,626,623,534,634,459,397,91
NSW,Australia,Kazakhstan,108,209,213,192,192,101,111,163,333,320,487,592,614,543,573,571,581,610,439,188,60,77,33,60,60,5,39,103,117,104,199,172,122,111,165,163,149,214,103,14
NSW,Australia,Kenya,2554,2962,3061,3061,2904,2876,3031,2837,2749,2363,2146,1866,1925,2257,2820,3630,4757,5405,5648,2423,922,886,709,901,888,776,871,749,769,479,490,510,557,745,1032,1218,1769,1517,1688,437
NSW,Australia,Kiribati,24,44,24,16,0,0,19,24,36,36,12,4,12,11,12,12,0,0,0,0,0,32,0,4,0,0,19,0,12,0,0,4,0,11,0,0,0,0,0,0
NSW,Australia,"Korea, Democratic People's Republic of (North)",1402,710,318,194,164,96,89,51,64,71,58,24,22,18,12,12,12,12,0,0,118,74,54,62,8,0,17,27,28,11,10,0,10,6,0,0,0,0,0,0
NSW,Australia,"Korea, Republic of (South)",20884,24953,28873,32651,36189,40405,42927,45779,46099,44392,41723,36836,31846,27084,24858,23974,23241,23468,23609,9888,8776,9569,10909,11075,12789,15109,15891,15083,14731,13876,12695,10304,8362,7740,7314,6850,6717,7184,6713,1806
NSW,Australia,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,12,0
NSW,Australia,Kuwait,22,142,118,144,140,182,200,216,257,330,655,1357,2159,2240,1969,1809,1613,1029,854,308,22,106,22,48,44,62,32,60,101,150,391,685,671,608,349,261,269,129,170,26
NSW,Australia,Kyrgyzstan,22,12,12,12,0,0,0,11,32,24,24,12,12,0,5,12,17,45,60,19,10,0,12,0,0,0,0,11,20,0,0,0,0,0,5,0,5,21,12,1
NSW,Australia,Laos,154,238,314,257,264,285,138,140,172,217,323,291,355,360,513,656,858,1213,1310,588,70,82,110,53,72,93,54,32,100,73,107,75,103,84,237,236,354,349,458,90
NSW,Australia,Latvia,362,390,387,361,336,210,173,147,169,139,154,119,96,67,106,118,102,84,50,45,134,102,99,85,108,6,53,39,49,55,70,23,0,19,34,34,18,0,38,15
NSW,Australia,Lebanon,1621,1774,2022,2307,2460,2348,2067,1886,2122,1951,1773,2181,2588,3028,3681,4105,4341,4062,3476,1114,661,646,654,843,816,716,747,578,694,607,609,789,1016,1060,1413,1357,1353,930,812,148
NSW,Australia,Lesotho,11,24,12,18,24,12,23,41,0,11,12,5,12,12,0,11,12,18,43,6,11,12,0,6,0,0,11,17,0,11,0,5,0,0,0,11,0,6,7,0
NSW,Australia,Liberia,0,0,0,0,0,0,0,6,12,12,12,22,0,0,12,6,12,23,29,12,0,0,0,0,0,0,0,6,0,0,0,10,0,0,12,6,0,11,5,0
NSW,Australia,Libya,222,269,325,317,298,282,288,236,527,1650,2638,2089,858,316,158,95,72,48,12,0,102,65,97,77,34,66,72,104,299,1050,994,397,78,4,14,11,0,0,0,0
NSW,Australia,Liechtenstein,0,0,6,12,0,11,18,21,52,36,12,12,12,0,0,0,0,0,0,0,0,0,6,0,0,11,6,9,16,0,0,0,0,0,0,0,0,0,0,0
NSW,Australia,Lithuania,115,174,163,153,70,87,95,120,162,172,121,199,290,349,342,346,349,317,395,168,55,66,55,21,10,27,35,12,66,28,25,67,98,85,114,34,133,77,71,36
NSW,Australia,Luxembourg,0,10,32,36,23,22,34,35,28,35,35,48,61,57,56,35,30,28,48,16,0,10,20,0,11,10,22,11,28,11,11,24,13,33,8,11,6,16,0,4
NSW,Australia,Macau,332,384,390,518,564,502,456,566,772,1118,1348,1415,1529,1429,1507,1957,2343,2381,2431,1006,104,96,114,170,120,118,132,230,304,422,484,443,365,385,535,745,735,581,595,142
NSW,Australia,Madagascar,0,0,0,0,11,18,14,38,38,34,30,24,12,3,18,12,23,12,12,6,0,0,0,0,11,6,14,14,26,10,6,0,0,3,6,0,11,0,0,0
NSW,Australia,Malawi,18,88,98,90,77,62,59,67,81,110,155,171,140,147,174,172,108,97,96,24,6,64,2,6,17,26,11,55,21,50,23,51,8,75,66,28,24,13,0,0
NSW,Australia,Malaysia,21410,23806,23936,24254,24045,26206,26270,28991,29910,30710,28123,25114,23589,23240,24353,24948,25002,23564,21424,8077,8378,7918,7352,7550,7401,8002,8174,8603,8862,8186,6151,6538,6849,7100,7289,7116,6114,5852,4564,1111
NSW,Australia,Maldives,299,248,241,238,178,173,200,266,245,207,172,185,272,250,236,212,283,283,288,149,59,116,73,70,46,41,68,86,65,39,40,77,104,82,56,80,91,67,96,29
NSW,Australia,Malta,24,22,34,44,70,65,36,18,24,24,18,34,28,24,12,0,0,0,0,6,0,22,10,32,22,29,0,6,0,0,6,22,16,0,0,0,0,0,0,6
NSW,Australia,Marshall Islands,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Australia,Mauritania,0,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Australia,Mauritius,679,754,942,1200,1303,1333,1344,1658,1867,1864,1625,1805,1749,1604,1584,1497,1462,1527,1602,667,247,238,366,336,403,301,432,554,499,460,413,449,417,272,336,381,394,435,306,73
NSW,Australia,Mexico,737,1333,1691,1624,1457,1699,1777,1740,1862,2040,2332,2590,2549,2242,2219,2480,2382,2068,1936,834,389,733,623,448,593,583,745,660,794,816,796,874,917,718,683,812,690,544,568,150
NSW,Australia,"Micronesia, Federated States of",0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Australia,Moldova,46,69,51,46,48,31,18,12,19,12,12,12,12,0,12,12,7,12,12,0,10,21,27,10,0,7,6,0,7,0,0,0,0,0,12,0,7,0,0,0
NSW,Australia,Monaco,0,0,0,11,12,0,11,0,11,0,0,10,18,24,24,12,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,10,6,0,0,0,0,0,0,0
NSW,Australia,Mongolia,97,158,189,273,297,278,228,385,497,641,895,1074,1440,1907,3094,4239,4717,4806,4557,2057,49,86,45,93,57,62,72,181,137,257,319,342,516,803,1186,1431,1201,1230,1365,293
NSW,Australia,Montenegro,0,0,0,0,0,0,0,0,0,11,18,24,24,0,1,16,24,41,36,18,0,0,0,0,0,0,0,0,0,11,6,0,0,0,1,4,0,17,0,6
NSW,Australia,Morocco,30,44,86,100,101,104,66,47,44,42,37,46,88,58,101,129,165,150,131,42,6,20,50,16,17,44,18,11,8,6,13,10,28,22,41,33,45,42,11,0
NSW,Australia,Mozambique,23,29,134,131,125,96,41,28,36,28,23,45,58,72,111,176,217,168,161,90,23,17,110,11,17,0,17,4,0,4,11,33,10,24,51,92,61,0,41,0
NSW,Australia,Myanmar,1002,1196,1099,964,1076,1273,1710,2457,3153,3937,4021,3920,3765,3775,4254,4588,4800,5375,5655,2329,306,392,235,316,440,445,714,1017,1185,1393,1045,1052,933,1219,1494,1348,1272,1559,1407,247
NSW,Australia,Namibia,24,32,38,24,12,12,11,11,0,0,0,10,23,24,34,24,46,36,24,6,0,20,2,0,0,0,11,11,0,0,0,10,11,0,22,12,22,0,0,0
NSW,Australia,Nauru,22,22,12,0,0,0,0,0,0,0,0,6,12,0,0,13,34,24,12,0,10,10,0,0,0,0,0,0,0,0,0,6,0,0,0,13,10,0,0,0
NSW,Australia,Nepal,7911,6694,5176,4877,6899,19936,28170,28700,34966,51766,56996,52953,59164,71851,93412,136084,190542,234429,245199,96530,2151,1414,1048,1613,3287,11512,10890,9008,13774,17962,11600,14601,19840,24127,31360,53656,62214,66021,54891,11276
NSW,Australia,Netherlands,471,531,747,1076,1352,1539,1233,1291,1370,1159,1051,1050,878,920,1001,931,870,784,818,358,255,267,399,476,584,615,477,607,518,319,367,270,242,284,281,235,222,208,206,52
NSW,Australia,Netherlands Antilles,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Australia,New Caledonia,7,12,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Australia,Nicaragua,4,23,12,0,0,0,0,7,12,0,0,0,0,11,12,0,0,0,0,0,4,11,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0
NSW,Australia,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
NSW,Australia,Nigeria,241,235,222,229,328,451,489,693,918,899,1077,1575,2801,3873,5555,7274,8103,8244,7571,3129,85,67,42,121,136,211,165,273,378,215,501,747,1445,1617,2675,2690,2523,2460,1943,621
NSW,Australia,North Macedonia,90,78,34,47,76,121,127,170,248,210,181,159,186,244,239,259,385,410,431,188,30,18,22,23,16,37,67,86,92,90,49,27,66,100,59,103,133,110,107,8
NSW,Australia,Northern Mariana Islands,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Australia,Norway,11777,11845,10812,8205,6026,5122,4172,3878,3669,3592,3174,2813,2848,2794,2699,2415,2284,2008,1693,582,3893,3721,2784,2121,1490,1366,1328,1154,1101,1084,906,941,904,898,827,615,628,568,373,78
NSW,Australia,Oman,136,188,224,282,359,320,266,296,552,574,782,1045,1109,1210,1360,1388,1224,1202,1229,496,52,68,116,102,155,116,98,152,336,238,242,349,365,370,544,368,288,230,197,112
NSW,Australia,Pakistan,4632,4158,4159,4415,5223,6668,8005,8852,9812,11079,14209,21895,28033,36570,43020,47642,49282,49396,48193,17643,1500,1278,1459,1703,1911,2516,2833,3416,3032,3807,6097,8659,8989,11946,12624,13958,12922,13840,12817,2391
NSW,Australia,Palau,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
NSW,Australia,Panama,10,18,39,68,59,59,36,24,6,12,2,32,36,30,47,24,28,60,62,32,10,6,27,20,11,11,0,0,6,0,2,20,0,18,11,0,16,24,14,8
