Country,Code,Year,Longitude,Latitude,Age Group,Recorded Deaths
Somalia,SOM,2004,49,10,: 70+,700
South Africa,ZAF,2004,24,-29,: 70+,15632
South Asia (WB),,2004,0,0,: 70+,422634
South Korea,KOR,2004,127.5,37,: 70+,21830
South Sudan,SSD,2004,30,8,: 70+,704
South-East Asia Region (WHO),,2004,0,0,: 70+,503141
Spain,ESP,2004,-4,40,: 70+,44402
Sri Lanka,LKA,2004,81,7,: 70+,5379
Sub-Saharan Africa (WB),,2004,0,0,: 70+,73491
Sudan,SDN,2004,30,15,: 70+,5285
Suriname,SUR,2004,-56,4,: 70+,139
Sweden,SWE,2004,15,62,: 70+,10159
Switzerland,CHE,2004,8,47,: 70+,6606
Syria,SYR,2004,38,35,: 70+,3511
Taiwan,TWN,2004,121,23.5,: 70+,11910
Tajikistan,TJK,2004,71,39,: 70+,1508
Tanzania,TZA,2004,35,-6,: 70+,5551
Thailand,THA,2004,100,15,: 70+,24536
Timor,TLS,2004,125.5167,-8.55,: 70+,216
Togo,TGO,2004,1.1667,8,: 70+,569
Tokelau,TKL,2004,-172,-9,: 70+,1
Tonga,TON,2004,-175,-20,: 70+,54
Trinidad and Tobago,TTO,2004,-61,11,: 70+,364
Tunisia,TUN,2004,9,34,: 70+,4370
Turkey,TUR,2004,35,39,: 70+,28638
Turkmenistan,TKM,2004,60,40,: 70+,952
Tuvalu,TUV,2004,178,-8,: 70+,5
Uganda,UGA,2004,32,1,: 70+,1888
Ukraine,UKR,2004,32,49,: 70+,48162
United Arab Emirates,ARE,2004,54,24,: 70+,177
United Kingdom,GBR,2004,-2,54,: 70+,97505
United States,USA,2004,-97,38,: 70+,300627
United States Virgin Islands,VIR,2004,-64.8333,18.3333,: 70+,28
Uruguay,URY,2004,-56,-33,: 70+,2801
Uzbekistan,UZB,2004,64,41,: 70+,4425
Vanuatu,VUT,2004,167,-16,: 70+,49
Venezuela,VEN,2004,-66,8,: 70+,5119
Vietnam,VNM,2004,106,16,: 70+,38779
Wales,,2004,0,0,: 70+,5831
Western Pacific Region (WHO),,2004,0,0,: 70+,1509748
World,OWID_WRL,2004,0,0,: 70+,3535113
World Bank High Income,,2004,0,0,: 70+,1052621
World Bank Low Income,,2004,0,0,: 70+,60810
World Bank Lower Middle Income,,2004,0,0,: 70+,707429
World Bank Upper Middle Income,,2004,0,0,: 70+,1712770
Yemen,YEM,2004,48,15,: 70+,3623
Zambia,ZMB,2004,30,-15,: 70+,1612
Zimbabwe,ZWE,2004,30,-20,: 70+,2765
Afghanistan,AFG,2004,65,33,: 50-69,3273
African Region (WHO),,2004,0,0,: 50-69,100621
Albania,ALB,2004,20,41,: 50-69,1140
Algeria,DZA,2004,3,28,: 50-69,6130
American Samoa,ASM,2004,-170,-14.3333,: 50-69,22
Andorra,AND,2004,1.6,42.5,: 50-69,30
Angola,AGO,2004,18.5,-12.5,: 50-69,3005
Antigua and Barbuda,ATG,2004,-61.8,17.05,: 50-69,11
Argentina,ARG,2004,-64,-34,: 50-69,19989
Armenia,ARM,2004,45,40,: 50-69,2272
Australia,AUS,2004,133,-27,: 50-69,6175
Austria,AUT,2004,13.3333,47.3333,: 50-69,4078
Azerbaijan,AZE,2004,47.5,40.5,: 50-69,4297
Bahamas,BHS,2004,-76,24.25,: 50-69,54
Bahrain,BHR,2004,50.55,26,: 50-69,147
Bangladesh,BGD,2004,90,24,: 50-69,37269
Barbados,BRB,2004,-59.5333,13.1667,: 50-69,44
Belarus,BLR,2004,28,53,: 50-69,12850
Belgium,BEL,2004,4,50.8333,: 50-69,6093
Belize,BLZ,2004,-88.75,17.25,: 50-69,34
Benin,BEN,2004,2.25,9.5,: 50-69,720
Bermuda,BMU,2004,-64.75,32.3333,: 50-69,20
Bhutan,BTN,2004,90.5,27.5,: 50-69,109
Bolivia,BOL,2004,-65,-17,: 50-69,1104
Bosnia and Herzegovina,BIH,2004,18,44,: 50-69,3394
Botswana,BWA,2004,24,-22,: 50-69,792
Brazil,BRA,2004,-55,-10,: 50-69,72951
Brunei,BRN,2004,114.6667,4.5,: 50-69,77
Bulgaria,BGR,2004,25,43,: 50-69,12308
Burkina Faso,BFA,2004,-2,13,: 50-69,1102
Burundi,BDI,2004,30,-3.5,: 50-69,1168
Cambodia,KHM,2004,105,13,: 50-69,5088
Cameroon,CMR,2004,12,6,: 50-69,2575
Canada,CAN,2004,-95,60,: 50-69,15071
Cape Verde,CPV,2004,-24,16,: 50-69,46
Central African Republic,CAF,2004,21,7,: 50-69,914
Chad,TCD,2004,19,15,: 50-69,1148
Chile,CHL,2004,-71,-30,: 50-69,4314
China,CHN,2004,105,35,: 50-69,765744
Colombia,COL,2004,-72,4,: 50-69,6885
Comoros,COM,2004,44.25,-12.1667,: 50-69,80
Congo,COG,2004,15,-1,: 50-69,446
Cook Islands,COK,2004,-159.7667,-21.2333,: 50-69,9
Costa Rica,CRI,2004,-84,10,: 50-69,549
Cote d'Ivoire,CIV,2004,-5,8,: 50-69,2785
Croatia,HRV,2004,15.5,45.1667,: 50-69,4195
Cuba,CUB,2004,-80,21.5,: 50-69,6667
Cyprus,CYP,2004,33,35,: 50-69,440
Czechia,CZE,2004,15.5,49.75,: 50-69,9410
Democratic Republic of Congo,COD,2004,25,0,: 50-69,6160
Denmark,DNK,2004,10,56,: 50-69,4113
Djibouti,DJI,2004,43,11.5,: 50-69,145
Dominica,DMA,2004,-61.3333,15.4167,: 50-69,12
Dominican Republic,DOM,2004,-70.6667,19,: 50-69,1823
East Asia & Pacific (WB),,2004,0,0,: 50-69,1083182
Eastern Mediterranean Region (WHO),,2004,0,0,: 50-69,152126
Ecuador,ECU,2004,-77.5,-2,: 50-69,1391
Egypt,EGY,2004,30,27,: 50-69,26212
El Salvador,SLV,2004,-88.9167,13.8333,: 50-69,491
England,,2004,0,0,: 50-69,27798
Equatorial Guinea,GNQ,2004,10,2,: 50-69,65
Eritrea,ERI,2004,39,15,: 50-69,664
Estonia,EST,2004,26,59,: 50-69,1412
Eswatini,SWZ,2004,31.5,-26.5,: 50-69,229
Ethiopia,ETH,2004,38,8,: 50-69,4081
Europe & Central Asia (WB),,2004,0,0,: 50-69,687541
European Region (WHO),,2004,0,0,: 50-69,691819
Fiji,FJI,2004,175,-18,: 50-69,433
Finland,FIN,2004,26,64,: 50-69,2485
France,FRA,2004,2,46,: 50-69,25596
G20,,2004,0,0,: 50-69,2106405
Gabon,GAB,2004,11.75,-1,: 50-69,213
Gambia,GMB,2004,-16.5667,13.4667,: 50-69,257
Georgia,GEO,2004,43.5,42,: 50-69,3721
Germany,DEU,2004,9,51,: 50-69,50904
Ghana,GHA,2004,-2,8,: 50-69,2008
Greece,GRC,2004,22,39,: 50-69,7461
Greenland,GRL,2004,-40,72,: 50-69,61
Grenada,GRD,2004,-61.6667,12.1167,: 50-69,23
Guam,GUM,2004,144.7833,13.4667,: 50-69,54
Guatemala,GTM,2004,-90.25,15.5,: 50-69,1045
Guinea,GIN,2004,-10,11,: 50-69,1600
Guinea-Bissau,GNB,2004,-15,12,: 50-69,131
Guyana,GUY,2004,-59,5,: 50-69,208
Haiti,HTI,2004,-72.4167,19,: 50-69,1722
Honduras,HND,2004,-86.5,15,: 50-69,946
Hungary,HUN,2004,20,47,: 50-69,13424
Iceland,ISL,2004,-18,65,: 50-69,97
India,IND,2004,77,20,: 50-69,327979
Indonesia,IDN,2004,120,-5,: 50-69,75700
Iran,IRN,2004,53,32,: 50-69,13397
Iraq,IRQ,2004,44,33,: 50-69,9140
Ireland,IRL,2004,-8,53,: 50-69,1831
Israel,ISR,2004,34.75,31.5,: 50-69,1812
Italy,ITA,2004,12.8333,42.8333,: 50-69,27552
Jamaica,JAM,2004,-77.5,18.25,: 50-69,556
Japan,JPN,2004,138,36,: 50-69,58089
Jordan,JOR,2004,36,31,: 50-69,1140
Kazakhstan,KAZ,2004,68,48,: 50-69,13352
Kenya,KEN,2004,38,1,: 50-69,4341
Kiribati,KIR,2004,173,1.4167,: 50-69,96
Kuwait,KWT,2004,47.6581,29.3375,: 50-69,305
Kyrgyzstan,KGZ,2004,75,41,: 50-69,2228
Laos,LAO,2004,105,18,: 50-69,2238
Latin America & Caribbean (WB),,2004,0,0,: 50-69,147027
Latvia,LVA,2004,25,57,: 50-69,2604
Lebanon,LBN,2004,35.8333,33.8333,: 50-69,1990
Lesotho,LSO,2004,28.5,-29.5,: 50-69,946
Liberia,LBR,2004,-9.5,6.5,: 50-69,238
Libya,LBY,2004,17,25,: 50-69,897
Lithuania,LTU,2004,24,56,: 50-69,2969
Luxembourg,LUX,2004,6.1667,49.75,: 50-69,236
Madagascar,MDG,2004,47,-20,: 50-69,2633
Malawi,MWI,2004,34,-13.5,: 50-69,2017
Malaysia,MYS,2004,112.5,2.5,: 50-69,7693
Maldives,MDV,2004,73,3.25,: 50-69,58
Mali,MLI,2004,-4,17,: 50-69,926
Malta,MLT,2004,14.5833,35.8333,: 50-69,205
Marshall Islands,MHL,2004,168,9,: 50-69,19
Mauritania,MRT,2004,-12,20,: 50-69,312
Mauritius,MUS,2004,57.55,-20.2833,: 50-69,446
Mexico,MEX,2004,-102,23,: 50-69,13892
Micronesia (country),FSM,2004,158.25,6.9167,: 50-69,62
Middle East & North Africa (WB),,2004,0,0,: 50-69,88379
Moldova,MDA,2004,29,47,: 50-69,3503
Monaco,MCO,2004,7.4,43.7333,: 50-69,29
Mongolia,MNG,2004,105,46,: 50-69,1244
Montenegro,MNE,2004,19,42,: 50-69,768
Morocco,MAR,2004,-5,32,: 50-69,7662
Mozambique,MOZ,2004,35,-18.25,: 50-69,2803
Myanmar,MMR,2004,98,22,: 50-69,28789
Namibia,NAM,2004,17,-22,: 50-69,491
Nauru,NRU,2004,166.9167,-0.5333,: 50-69,7
Nepal,NPL,2004,84,28,: 50-69,9631
Netherlands,NLD,2004,5.75,52.5,: 50-69,9376
New Zealand,NZL,2004,174,-41,: 50-69,1434
Nicaragua,NIC,2004,-85,13,: 50-69,433
Niger,NER,2004,8,16,: 50-69,532
Nigeria,NGA,2004,8,10,: 50-69,7756
Niue,NIU,2004,-169.8667,-19.0333,: 50-69,1
North America (WB),,2004,0,0,: 50-69,182344
North Korea,PRK,2004,127,40,: 50-69,19939
North Macedonia,MKD,2004,22,41.8333,: 50-69,2322
Northern Ireland,,2004,0,0,: 50-69,931
Northern Mariana Islands,MNP,2004,145.75,15.2,: 50-69,18
Norway,NOR,2004,10,62,: 50-69,1966
OECD Countries,,2004,0,0,: 50-69,595471
Oman,OMN,2004,57,21,: 50-69,415
Pakistan,PAK,2004,70,30,: 50-69,60810
Palau,PLW,2004,134.5,7.5,: 50-69,12
Palestine,PSE,2004,35.25,32,: 50-69,690
Panama,PAN,2004,-80,9,: 50-69,322
Papua New Guinea,PNG,2004,147,-6,: 50-69,2286
Paraguay,PRY,2004,-58,-23,: 50-69,1203
Peru,PER,2004,-76,-10,: 50-69,1283
Philippines,PHL,2004,122,13,: 50-69,33875
Poland,POL,2004,20,52,: 50-69,35771
Portugal,PRT,2004,-8,39.5,: 50-69,4572
Puerto Rico,PRI,2004,-66.5,18.25,: 50-69,997
Qatar,QAT,2004,51.25,25.5,: 50-69,111
Region of the Americas (WHO),,2004,0,0,: 50-69,328317
Romania,ROU,2004,25,46,: 50-69,22024
Russia,RUS,2004,100,60,: 50-69,197942
Rwanda,RWA,2004,30,-2,: 50-69,1587
Saint Kitts and Nevis,KNA,2004,-62.75,17.3333,: 50-69,8
Saint Lucia,LCA,2004,-61.1333,13.8833,: 50-69,31
Saint Vincent and the Grenadines,VCT,2004,-61.2,13.25,: 50-69,18
Samoa,WSM,2004,-172.3333,-13.5833,: 50-69,89
San Marino,SMR,2004,12.4167,43.7667,: 50-69,10
Sao Tome and Principe,STP,2004,7,1,: 50-69,14
Saudi Arabia,SAU,2004,45,25,: 50-69,3758
Scotland,,2004,0,0,: 50-69,4240
Senegal,SEN,2004,-14,14,: 50-69,1413
Serbia,SRB,2004,21,44,: 50-69,12121
Seychelles,SYC,2004,55.6667,-4.5833,: 50-69,31
Sierra Leone,SLE,2004,-11.5,8.5,: 50-69,797
Singapore,SGP,2004,103.8,1.3667,: 50-69,985
Slovakia,SVK,2004,19.5,48.6667,: 50-69,4052
Slovenia,SVN,2004,15,46,: 50-69,1261
Solomon Islands,SLB,2004,159,-8,: 50-69,391
Somalia,SOM,2004,49,10,: 50-69,2285
South Africa,ZAF,2004,24,-29,: 50-69,20436
South Asia (WB),,2004,0,0,: 50-69,444324
South Korea,KOR,2004,127.5,37,: 50-69,17876
South Sudan,SSD,2004,30,8,: 50-69,754
South-East Asia Region (WHO),,2004,0,0,: 50-69,524667
Spain,ESP,2004,-4,40,: 50-69,20323
Sri Lanka,LKA,2004,81,7,: 50-69,5195
Sub-Saharan Africa (WB),,2004,0,0,: 50-69,102992
Sudan,SDN,2004,30,15,: 50-69,6216
Suriname,SUR,2004,-56,4,: 50-69,178
Sweden,SWE,2004,15,62,: 50-69,3652
Switzerland,CHE,2004,8,47,: 50-69,3115
Syria,SYR,2004,38,35,: 50-69,4789
Taiwan,TWN,2004,121,23.5,: 50-69,7765
Tajikistan,TJK,2004,71,39,: 50-69,1759
Tanzania,TZA,2004,35,-6,: 50-69,6712
Thailand,THA,2004,100,15,: 50-69,19770
Timor,TLS,2004,125.5167,-8.55,: 50-69,228
Togo,TGO,2004,1.1667,8,: 50-69,951
Tokelau,TKL,2004,-172,-9,: 50-69,1
Tonga,TON,2004,-175,-20,: 50-69,40
Trinidad and Tobago,TTO,2004,-61,11,: 50-69,492
Tunisia,TUN,2004,9,34,: 50-69,3022
Turkey,TUR,2004,35,39,: 50-69,30207
Turkmenistan,TKM,2004,60,40,: 50-69,2038
Tuvalu,TUV,2004,178,-8,: 50-69,7
Uganda,UGA,2004,32,1,: 50-69,2716
Ukraine,UKR,2004,32,49,: 50-69,69087
United Arab Emirates,ARE,2004,54,24,: 50-69,547
United Kingdom,GBR,2004,-2,54,: 50-69,34997
United States,USA,2004,-97,38,: 50-69,167253
United States Virgin Islands,VIR,2004,-64.8333,18.3333,: 50-69,37
Uruguay,URY,2004,-56,-33,: 50-69,2116
Uzbekistan,UZB,2004,64,41,: 50-69,8416
Vanuatu,VUT,2004,167,-16,: 50-69,65
Venezuela,VEN,2004,-66,8,: 50-69,5199
Vietnam,VNM,2004,106,16,: 50-69,26870
Wales,,2004,0,0,: 50-69,2027
Western Pacific Region (WHO),,2004,0,0,: 50-69,936445
World,OWID_WRL,2004,0,0,: 50-69,2739398
World Bank High Income,,2004,0,0,: 50-69,570152
World Bank Low Income,,2004,0,0,: 50-69,82720
World Bank Lower Middle Income,,2004,0,0,: 50-69,785191
World Bank Upper Middle Income,,2004,0,0,: 50-69,1300049
Yemen,YEM,2004,48,15,: 50-69,5867
Zambia,ZMB,2004,30,-15,: 50-69,1688
Zimbabwe,ZWE,2004,30,-20,: 50-69,3764
Afghanistan,AFG,2004,65,33,: 15-49 years,1091
African Region (WHO),,2004,0,0,: 15-49 years,40396
Albania,ALB,2004,20,41,: 15-49 years,210
Algeria,DZA,2004,3,28,: 15-49 years,1845
American Samoa,ASM,2004,-170,-14.3333,: 15-49 years,7
Andorra,AND,2004,1.6,42.5,: 15-49 years,6
Angola,AGO,2004,18.5,-12.5,: 15-49 years,1264
Antigua and Barbuda,ATG,2004,-61.8,17.05,: 15-49 years,2
Argentina,ARG,2004,-64,-34,: 15-49 years,2969
Armenia,ARM,2004,45,40,: 15-49 years,496
Australia,AUS,2004,133,-27,: 15-49 years,936
Austria,AUT,2004,13.3333,47.3333,: 15-49 years,539
Azerbaijan,AZE,2004,47.5,40.5,: 15-49 years,1477
Bahamas,BHS,2004,-76,24.25,: 15-49 years,14
Bahrain,BHR,2004,50.55,26,: 15-49 years,54
Bangladesh,BGD,2004,90,24,: 15-49 years,9990
Barbados,BRB,2004,-59.5333,13.1667,: 15-49 years,11
Belarus,BLR,2004,28,53,: 15-49 years,2881
Belgium,BEL,2004,4,50.8333,: 15-49 years,797
Belize,BLZ,2004,-88.75,17.25,: 15-49 years,9
Benin,BEN,2004,2.25,9.5,: 15-49 years,223
Bermuda,BMU,2004,-64.75,32.3333,: 15-49 years,3
Bhutan,BTN,2004,90.5,27.5,: 15-49 years,22
Bolivia,BOL,2004,-65,-17,: 15-49 years,187
Bosnia and Herzegovina,BIH,2004,18,44,: 15-49 years,482
Botswana,BWA,2004,24,-22,: 15-49 years,393
Brazil,BRA,2004,-55,-10,: 15-49 years,18656
Brunei,BRN,2004,114.6667,4.5,: 15-49 years,31
Bulgaria,BGR,2004,25,43,: 15-49 years,1993
Burkina Faso,BFA,2004,-2,13,: 15-49 years,419
Burundi,BDI,2004,30,-3.5,: 15-49 years,527
Cambodia,KHM,2004,105,13,: 15-49 years,1593
Cameroon,CMR,2004,12,6,: 15-49 years,789
Canada,CAN,2004,-95,60,: 15-49 years,2062
Cape Verde,CPV,2004,-24,16,: 15-49 years,14
Central African Republic,CAF,2004,21,7,: 15-49 years,580
Chad,TCD,2004,19,15,: 15-49 years,467
Chile,CHL,2004,-71,-30,: 15-49 years,879
China,CHN,2004,105,35,: 15-49 years,149268
Colombia,COL,2004,-72,4,: 15-49 years,1242
Comoros,COM,2004,44.25,-12.1667,: 15-49 years,25
Congo,COG,2004,15,-1,: 15-49 years,187
Cook Islands,COK,2004,-159.7667,-21.2333,: 15-49 years,2
Costa Rica,CRI,2004,-84,10,: 15-49 years,123
Cote d'Ivoire,CIV,2004,-5,8,: 15-49 years,1457
Croatia,HRV,2004,15.5,45.1667,: 15-49 years,536
Cuba,CUB,2004,-80,21.5,: 15-49 years,962
Cyprus,CYP,2004,33,35,: 15-49 years,74
Czechia,CZE,2004,15.5,49.75,: 15-49 years,899
Democratic Republic of Congo,COD,2004,25,0,: 15-49 years,2653
Denmark,DNK,2004,10,56,: 15-49 years,371
Djibouti,DJI,2004,43,11.5,: 15-49 years,68
Dominica,DMA,2004,-61.3333,15.4167,: 15-49 years,3
Dominican Republic,DOM,2004,-70.6667,19,: 15-49 years,501
East Asia & Pacific (WB),,2004,0,0,: 15-49 years,233329
Eastern Mediterranean Region (WHO),,2004,0,0,: 15-49 years,44744
Ecuador,ECU,2004,-77.5,-2,: 15-49 years,367
Egypt,EGY,2004,30,27,: 15-49 years,6991
El Salvador,SLV,2004,-88.9167,13.8333,: 15-49 years,133
England,,2004,0,0,: 15-49 years,3426
Equatorial Guinea,GNQ,2004,10,2,: 15-49 years,21
Eritrea,ERI,2004,39,15,: 15-49 years,547
Estonia,EST,2004,26,59,: 15-49 years,201
Eswatini,SWZ,2004,31.5,-26.5,: 15-49 years,99
Ethiopia,ETH,2004,38,8,: 15-49 years,1639
Europe & Central Asia (WB),,2004,0,0,: 15-49 years,145132
European Region (WHO),,2004,0,0,: 15-49 years,145782
Fiji,FJI,2004,175,-18,: 15-49 years,150
Finland,FIN,2004,26,64,: 15-49 years,286
France,FRA,2004,2,46,: 15-49 years,4476
G20,,2004,0,0,: 15-49 years,449738
Gabon,GAB,2004,11.75,-1,: 15-49 years,83
Gambia,GMB,2004,-16.5667,13.4667,: 15-49 years,94
Georgia,GEO,2004,43.5,42,: 15-49 years,1001
Germany,DEU,2004,9,51,: 15-49 years,6733
Ghana,GHA,2004,-2,8,: 15-49 years,579
Greece,GRC,2004,22,39,: 15-49 years,1223
Greenland,GRL,2004,-40,72,: 15-49 years,12
Grenada,GRD,2004,-61.6667,12.1167,: 15-49 years,5
Guam,GUM,2004,144.7833,13.4667,: 15-49 years,19
Guatemala,GTM,2004,-90.25,15.5,: 15-49 years,405
Guinea,GIN,2004,-10,11,: 15-49 years,467
Guinea-Bissau,GNB,2004,-15,12,: 15-49 years,50
Guyana,GUY,2004,-59,5,: 15-49 years,70
Haiti,HTI,2004,-72.4167,19,: 15-49 years,387
Honduras,HND,2004,-86.5,15,: 15-49 years,263
Hungary,HUN,2004,20,47,: 15-49 years,2395
Iceland,ISL,2004,-18,65,: 15-49 years,15
India,IND,2004,77,20,: 15-49 years,85361
Indonesia,IDN,2004,120,-5,: 15-49 years,27758
Iran,IRN,2004,53,32,: 15-49 years,3311
Iraq,IRQ,2004,44,33,: 15-49 years,2569
Ireland,IRL,2004,-8,53,: 15-49 years,230
Israel,ISR,2004,34.75,31.5,: 15-49 years,271
Italy,ITA,2004,12.8333,42.8333,: 15-49 years,3016
Jamaica,JAM,2004,-77.5,18.25,: 15-49 years,93
Japan,JPN,2004,138,36,: 15-49 years,5988
Jordan,JOR,2004,36,31,: 15-49 years,283
Kazakhstan,KAZ,2004,68,48,: 15-49 years,4679
Kenya,KEN,2004,38,1,: 15-49 years,1944
Kiribati,KIR,2004,173,1.4167,: 15-49 years,51
Kuwait,KWT,2004,47.6581,29.3375,: 15-49 years,185
Kyrgyzstan,KGZ,2004,75,41,: 15-49 years,868
Laos,LAO,2004,105,18,: 15-49 years,718
Latin America & Caribbean (WB),,2004,0,0,: 15-49 years,33260
Latvia,LVA,2004,25,57,: 15-49 years,412
Lebanon,LBN,2004,35.8333,33.8333,: 15-49 years,279
Lesotho,LSO,2004,28.5,-29.5,: 15-49 years,461
Liberia,LBR,2004,-9.5,6.5,: 15-49 years,74
Libya,LBY,2004,17,25,: 15-49 years,289
Lithuania,LTU,2004,24,56,: 15-49 years,541
Luxembourg,LUX,2004,6.1667,49.75,: 15-49 years,32
Madagascar,MDG,2004,47,-20,: 15-49 years,1361
Malawi,MWI,2004,34,-13.5,: 15-49 years,686
Malaysia,MYS,2004,112.5,2.5,: 15-49 years,2154
Maldives,MDV,2004,73,3.25,: 15-49 years,14
Mali,MLI,2004,-4,17,: 15-49 years,241
Malta,MLT,2004,14.5833,35.8333,: 15-49 years,22
Marshall Islands,MHL,2004,168,9,: 15-49 years,12
Mauritania,MRT,2004,-12,20,: 15-49 years,119
Mauritius,MUS,2004,57.55,-20.2833,: 15-49 years,135
Mexico,MEX,2004,-102,23,: 15-49 years,3209
Micronesia (country),FSM,2004,158.25,6.9167,: 15-49 years,34
Middle East & North Africa (WB),,2004,0,0,: 15-49 years,24819
Moldova,MDA,2004,29,47,: 15-49 years,894
Monaco,MCO,2004,7.4,43.7333,: 15-49 years,3
Mongolia,MNG,2004,105,46,: 15-49 years,527
Montenegro,MNE,2004,19,42,: 15-49 years,112
Morocco,MAR,2004,-5,32,: 15-49 years,2221
Mozambique,MOZ,2004,35,-18.25,: 15-49 years,1136
Myanmar,MMR,2004,98,22,: 15-49 years,7337
Namibia,NAM,2004,17,-22,: 15-49 years,168
Nauru,NRU,2004,166.9167,-0.5333,: 15-49 years,5
Nepal,NPL,2004,84,28,: 15-49 years,1505
Netherlands,NLD,2004,5.75,52.5,: 15-49 years,1238
New Zealand,NZL,2004,174,-41,: 15-49 years,230
Nicaragua,NIC,2004,-85,13,: 15-49 years,93
Niger,NER,2004,8,16,: 15-49 years,307
Nigeria,NGA,2004,8,10,: 15-49 years,2826
Niue,NIU,2004,-169.8667,-19.0333,: 15-49 years,0
North America (WB),,2004,0,0,: 15-49 years,29889
North Korea,PRK,2004,127,40,: 15-49 years,3302
North Macedonia,MKD,2004,22,41.8333,: 15-49 years,368
Northern Ireland,,2004,0,0,: 15-49 years,118
Northern Mariana Islands,MNP,2004,145.75,15.2,: 15-49 years,12
Norway,NOR,2004,10,62,: 15-49 years,215
OECD Countries,,2004,0,0,: 15-49 years,91962
Oman,OMN,2004,57,21,: 15-49 years,123
Pakistan,PAK,2004,70,30,: 15-49 years,18035
Palau,PLW,2004,134.5,7.5,: 15-49 years,6
Palestine,PSE,2004,35.25,32,: 15-49 years,180
Panama,PAN,2004,-80,9,: 15-49 years,63
Papua New Guinea,PNG,2004,147,-6,: 15-49 years,903
Paraguay,PRY,2004,-58,-23,: 15-49 years,260
Peru,PER,2004,-76,-10,: 15-49 years,393
Philippines,PHL,2004,122,13,: 15-49 years,11601
Poland,POL,2004,20,52,: 15-49 years,5990
Portugal,PRT,2004,-8,39.5,: 15-49 years,927
Puerto Rico,PRI,2004,-66.5,18.25,: 15-49 years,134
Qatar,QAT,2004,51.25,25.5,: 15-49 years,42
Region of the Americas (WHO),,2004,0,0,: 15-49 years,63008
Romania,ROU,2004,25,46,: 15-49 years,4372
Russia,RUS,2004,100,60,: 15-49 years,58325
Rwanda,RWA,2004,30,-2,: 15-49 years,543
Saint Kitts and Nevis,KNA,2004,-62.75,17.3333,: 15-49 years,2
Saint Lucia,LCA,2004,-61.1333,13.8833,: 15-49 years,7
Saint Vincent and the Grenadines,VCT,2004,-61.2,13.25,: 15-49 years,5
Samoa,WSM,2004,-172.3333,-13.5833,: 15-49 years,32
San Marino,SMR,2004,12.4167,43.7667,: 15-49 years,1
Sao Tome and Principe,STP,2004,7,1,: 15-49 years,3
Saudi Arabia,SAU,2004,45,25,: 15-49 years,1550
Scotland,,2004,0,0,: 15-49 years,496
Senegal,SEN,2004,-14,14,: 15-49 years,516
Serbia,SRB,2004,21,44,: 15-49 years,1548
Seychelles,SYC,2004,55.6667,-4.5833,: 15-49 years,11
Sierra Leone,SLE,2004,-11.5,8.5,: 15-49 years,308
Singapore,SGP,2004,103.8,1.3667,: 15-49 years,177
Slovakia,SVK,2004,19.5,48.6667,: 15-49 years,684
Slovenia,SVN,2004,15,46,: 15-49 years,186
Solomon Islands,SLB,2004,159,-8,: 15-49 years,173
Somalia,SOM,2004,49,10,: 15-49 years,952
South Africa,ZAF,2004,24,-29,: 15-49 years,8884
South Asia (WB),,2004,0,0,: 15-49 years,117055
South Korea,KOR,2004,127.5,37,: 15-49 years,3789
South Sudan,SSD,2004,30,8,: 15-49 years,302
South-East Asia Region (WHO),,2004,0,0,: 15-49 years,142724
Spain,ESP,2004,-4,40,: 15-49 years,3727
Sri Lanka,LKA,2004,81,7,: 15-49 years,1037
Sub-Saharan Africa (WB),,2004,0,0,: 15-49 years,41668
Sudan,SDN,2004,30,15,: 15-49 years,2165
Suriname,SUR,2004,-56,4,: 15-49 years,46
Sweden,SWE,2004,15,62,: 15-49 years,295
Switzerland,CHE,2004,8,47,: 15-49 years,382
Syria,SYR,2004,38,35,: 15-49 years,1663
Taiwan,TWN,2004,121,23.5,: 15-49 years,2271
Tajikistan,TJK,2004,71,39,: 15-49 years,516
Tanzania,TZA,2004,35,-6,: 15-49 years,2374
Thailand,THA,2004,100,15,: 15-49 years,6346
Timor,TLS,2004,125.5167,-8.55,: 15-49 years,51
Togo,TGO,2004,1.1667,8,: 15-49 years,301
Tokelau,TKL,2004,-172,-9,: 15-49 years,0
Tonga,TON,2004,-175,-20,: 15-49 years,10
Trinidad and Tobago,TTO,2004,-61,11,: 15-49 years,107
Tunisia,TUN,2004,9,34,: 15-49 years,777
Turkey,TUR,2004,35,39,: 15-49 years,6705
Turkmenistan,TKM,2004,60,40,: 15-49 years,954
Tuvalu,TUV,2004,178,-8,: 15-49 years,2
Uganda,UGA,2004,32,1,: 15-49 years,1142
Ukraine,UKR,2004,32,49,: 15-49 years,14200
United Arab Emirates,ARE,2004,54,24,: 15-49 years,368
United Kingdom,GBR,2004,-2,54,: 15-49 years,4256
United States,USA,2004,-97,38,: 15-49 years,27825
United States Virgin Islands,VIR,2004,-64.8333,18.3333,: 15-49 years,5
Uruguay,URY,2004,-56,-33,: 15-49 years,286
Uzbekistan,UZB,2004,64,41,: 15-49 years,2720
Vanuatu,VUT,2004,167,-16,: 15-49 years,37
Venezuela,VEN,2004,-66,8,: 15-49 years,1372
Vietnam,VNM,2004,106,16,: 15-49 years,7796
Wales,,2004,0,0,: 15-49 years,216
Western Pacific Region (WHO),,2004,0,0,: 15-49 years,188079
World,OWID_WRL,2004,0,0,: 15-49 years,625852
World Bank High Income,,2004,0,0,: 15-49 years,87579
