HDI Rank,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,Test2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
62.00,Malaysia,0.64,0.65,0.66,0.67,0.68,0.68,0.69,0.70,0.71,0.71,0.72,0.72,0.72,0.73,0.73,0.73,0.74,0.75,0.76,0.77,0.77,0.78,0.78,0.79,0.79,0.80,0.80,0.81,0.81,0.81
95.00,Maldives,..,..,..,..,..,0.56,0.57,0.58,0.60,0.61,0.62,0.63,0.63,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.73,0.73,0.74
184.00,Mali,0.23,0.24,0.25,0.25,0.26,0.27,0.27,0.29,0.29,0.31,0.31,0.33,0.33,0.35,0.36,0.37,0.38,0.37,0.39,0.40,0.41,0.41,0.41,0.41,0.42,0.42,0.42,0.43,0.43,0.43
28.00,Malta,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.78,0.79,0.79,0.80,0.80,0.80,0.81,0.82,0.83,0.83,0.84,0.84,0.84,0.85,0.85,0.86,0.87,0.87,0.88,0.89,0.89,0.89,0.90
117.00,Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.70,0.70,0.70
157.00,Mauritania,0.40,0.40,0.41,0.42,0.44,0.44,0.45,0.45,0.46,0.46,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.49,0.50,0.51,0.51,0.52,0.53,0.53,0.54,0.54,0.54,0.54,0.55
66.00,Mauritius,0.62,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.68,0.69,0.69,0.70,0.71,0.72,0.72,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.79,0.80,0.80,0.80
74.00,Mexico,0.66,0.66,0.66,0.67,0.68,0.68,0.68,0.69,0.70,0.70,0.71,0.71,0.72,0.72,0.73,0.74,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,0.76,0.77,0.77,0.77,0.78,0.78
136.00,Micronesia (Federated States of),..,..,..,..,..,..,..,..,..,..,0.55,0.55,0.56,0.57,0.57,0.58,0.58,0.59,0.59,0.60,0.60,0.60,0.61,0.61,0.60,0.61,0.61,0.62,0.62,0.62
90.00,Moldova (Republic of),0.69,0.68,0.66,0.66,0.64,0.64,0.63,0.64,0.64,0.64,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.71,0.71,0.72,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75
99.00,Mongolia,0.58,0.57,0.56,0.55,0.55,0.55,0.56,0.57,0.58,0.58,0.59,0.60,0.61,0.62,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.73,0.74,0.73,0.73,0.74,0.74
48.00,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.81,0.81,0.82,0.82,0.82,0.83,0.83
121.00,Morocco,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61,0.62,0.63,0.64,0.64,0.65,0.66,0.67,0.67,0.68,0.69
181.00,Mozambique,0.23,0.23,0.23,0.23,0.24,0.25,0.26,0.28,0.29,0.30,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.39,0.40,0.40,0.40,0.42,0.43,0.43,0.44,0.45,0.45,0.46
147.00,Myanmar,0.34,0.35,0.36,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.50,0.52,0.53,0.53,0.54,0.55,0.56,0.56,0.57,0.58,0.58
130.00,Namibia,0.58,0.58,0.59,0.59,0.59,0.58,0.57,0.56,0.56,0.55,0.54,0.54,0.54,0.54,0.55,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.64,0.64,0.65,0.65
142.00,Nepal,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.45,0.45,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.52,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.59,0.60,0.60
8.00,Netherlands,0.84,0.84,0.84,0.85,0.87,0.87,0.87,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.90,0.90,0.91,0.91,0.91,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94
14.00,New Zealand,0.83,0.83,0.83,0.84,0.85,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.93
128.00,Nicaragua,0.50,0.51,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.59,0.60,0.60,0.61,0.61,0.62,0.62,0.62,0.63,0.63,0.64,0.65,0.65,0.66,0.66,0.66,0.66
189.00,Niger,0.22,0.22,0.23,0.23,0.24,0.24,0.24,0.25,0.26,0.26,0.26,0.27,0.27,0.28,0.29,0.29,0.30,0.31,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.37,0.38,0.39,0.39,0.39
161.00,Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,0.45,0.46,0.47,0.47,0.48,0.48,0.49,0.48,0.49,0.50,0.52,0.52,0.53,0.53,0.53,0.53,0.54
82.00,North Macedonia,..,..,..,..,..,..,..,..,..,..,0.68,0.68,0.69,0.69,0.70,0.71,0.72,0.72,0.74,0.74,0.74,0.75,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.77
1.00,Norway,0.85,0.85,0.86,0.87,0.88,0.88,0.89,0.89,0.90,0.91,0.92,0.91,0.92,0.92,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.96,0.96
60.00,Oman,..,..,..,..,..,..,..,..,..,..,0.69,0.71,0.71,0.72,0.73,0.74,0.74,0.75,0.77,0.78,0.78,0.78,0.79,0.80,0.80,0.81,0.82,0.82,0.81,0.81
154.00,Pakistan,0.40,0.41,0.41,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.45,0.45,0.46,0.47,0.47,0.49,0.49,0.50,0.50,0.51,0.51,0.52,0.52,0.52,0.53,0.54,0.54,0.55,0.55,0.56
50.00,Palau,..,..,..,..,..,..,..,..,..,..,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.78,0.78,0.78,0.79,0.79,0.80,0.82,0.83,0.82,0.82,0.82,0.82,0.83
115.00," Palestine,State of",..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.69,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71
57.00,Panama,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.74,0.75,0.75,0.75,0.76,0.77,0.77,0.77,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.81,0.81,0.82
155.00,Papua New Guinea,0.38,0.39,0.40,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.52,0.54,0.54,0.55,0.55,0.55,0.55,0.56
103.00,Paraguay,0.60,0.60,0.61,0.62,0.62,0.63,0.63,0.64,0.64,0.64,0.64,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.68,0.68,0.70,0.70,0.70,0.71,0.72,0.72,0.72,0.73,0.73,0.73
79.00,Peru,0.61,0.62,0.62,0.63,0.64,0.65,0.65,0.66,0.67,0.68,0.68,0.69,0.69,0.69,0.69,0.70,0.70,0.70,0.72,0.72,0.72,0.73,0.74,0.75,0.76,0.76,0.77,0.77,0.77,0.78
107.00,Philippines,0.59,0.60,0.60,0.60,0.61,0.61,0.62,0.62,0.63,0.63,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72
35.00,Poland,0.72,0.72,0.72,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.84,0.86,0.86,0.86,0.87,0.87,0.88,0.88
38.00,Portugal,0.72,0.73,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.79,0.80,0.80,0.81,0.81,0.81,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.86
45.00,Qatar,0.75,0.75,0.75,0.76,0.77,0.78,0.79,0.81,0.81,0.81,0.82,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.84,0.84,0.83,0.84,0.85,0.84,0.84,0.84,0.85,0.85,0.85,0.85
49.00,Romania,0.71,0.69,0.69,0.69,0.69,0.69,0.70,0.70,0.71,0.71,0.72,0.72,0.73,0.74,0.75,0.76,0.77,0.79,0.80,0.81,0.81,0.81,0.80,0.81,0.81,0.82,0.82,0.82,0.82,0.83
52.00,Russian Federation,0.74,0.73,0.72,0.71,0.70,0.70,0.70,0.71,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.82,0.82,0.82,0.82
160.00,Rwanda,0.25,0.22,0.20,0.20,0.19,0.23,0.26,0.29,0.31,0.33,0.34,0.35,0.37,0.38,0.40,0.41,0.43,0.45,0.46,0.48,0.49,0.50,0.51,0.52,0.52,0.53,0.53,0.54,0.54,0.54
74.00,Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.71,0.72,0.72,0.74,0.74,0.75,0.75,0.75,0.76,0.77,0.77,0.77,0.77,0.77,0.78
86.00,Saint Lucia,..,..,..,..,..,..,..,..,..,..,0.70,0.69,0.69,0.70,0.70,0.70,0.71,0.71,0.73,0.73,0.73,0.74,0.73,0.73,0.74,0.75,0.75,0.76,0.76,0.76
97.00,Saint Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,0.68,0.69,0.69,0.70,0.70,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,0.74
111.00,Samoa,0.63,0.63,0.63,0.64,0.62,0.62,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.69,0.69,0.69,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,0.71,0.72
135.00,Sao Tome and Principe,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.57,0.58,0.59,0.60,0.61,0.62,0.62,0.63
40.00,Saudi Arabia,0.70,0.71,0.71,0.71,0.72,0.72,0.73,0.73,0.74,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.84,0.85,0.85,0.86,0.86,0.85,0.85,0.85
168.00,Senegal,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.49,0.49,0.50,0.51,0.51,0.51,0.52,0.51
64.00,Serbia,0.72,0.72,0.71,0.69,0.69,0.70,0.70,0.71,0.71,0.71,0.72,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.78,0.78,0.78,0.78,0.79,0.80,0.80,0.80,0.81
67.00,Seychelles,..,..,..,..,..,..,..,..,..,..,0.71,0.71,0.71,0.71,0.72,0.73,0.72,0.75,0.75,0.75,0.76,0.77,0.76,0.78,0.78,0.79,0.79,0.79,0.79,0.80
182.00,Sierra Leone,0.29,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.29,0.30,0.31,0.33,0.34,0.35,0.35,0.36,0.38,0.39,0.39,0.40,0.41,0.42,0.43,0.44,0.43,0.43,0.44,0.45,0.45
11.00,Singapore,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.83,0.84,0.85,0.87,0.88,0.88,0.89,0.89,0.91,0.91,0.92,0.92,0.93,0.93,0.94,0.93,0.94,0.94
39.00,Slovakia,0.74,0.74,0.74,0.74,0.75,0.75,0.76,0.76,0.76,0.76,0.77,0.77,0.77,0.78,0.79,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.85,0.86,0.86,0.86
22.00,Slovenia,0.77,0.77,0.77,0.78,0.78,0.79,0.80,0.80,0.81,0.83,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.88,0.89,0.89,0.89,0.90,0.91,0.91,0.92
151.00,Solomon Islands,..,..,..,..,..,..,..,..,..,0.49,0.48,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.52,0.52,0.54,0.54,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.57
114.00,South Africa,0.63,0.63,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.61,0.62,0.62,0.62,0.62,0.63,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.71,0.71
185.00,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.41,0.43,0.40,0.43,0.43,0.43,0.42,0.43,0.43,0.43
25.00,Spain,0.76,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.84,0.85,0.86,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.89,0.90,0.90,0.90,0.91,0.90
72.00,Sri Lanka,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.67,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.75,0.76,0.77,0.77,0.77,0.78,0.77,0.78,0.78,0.78
170.00,Sudan,0.33,0.34,0.34,0.35,0.36,0.37,0.37,0.38,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.47,0.49,0.49,0.50,0.50,0.51,0.51,0.51,0.51
97.00,Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.68,0.69,0.69,0.70,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.74,0.74,0.73,0.73,0.74
7.00,Sweden,0.82,0.82,0.83,0.85,0.86,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.91,0.91,0.90,0.90,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.93,0.94,0.94,0.94,0.94,0.94,0.95
2.00,Switzerland,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.87,0.88,0.89,0.90,0.90,0.90,0.91,0.91,0.91,0.92,0.92,0.93,0.94,0.94,0.94,0.94,0.95,0.94,0.95,0.95,0.95,0.96,0.96
151.00,Syrian Arab Republic,0.55,0.56,0.56,0.56,0.57,0.58,0.58,0.59,0.59,0.59,0.60,0.61,0.61,0.62,0.64,0.65,0.66,0.67,0.68,0.67,0.67,0.68,0.66,0.60,0.56,0.54,0.53,0.56,0.56,0.57
125.00,Tajikistan,0.62,0.61,0.59,0.58,0.56,0.55,0.54,0.54,0.54,0.55,0.56,0.56,0.57,0.59,0.60,0.61,0.62,0.62,0.64,0.63,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.66,0.66,0.67
163.00,Tanzania (United Republic of),0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.39,0.40,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.50,0.51,0.52,0.52,0.52,0.53
79.00,Thailand,0.58,0.59,0.59,0.60,0.61,0.61,0.62,0.63,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.72,0.73,0.74,0.73,0.74,0.75,0.76,0.77,0.77,0.78
141.00,Timor-Leste,..,..,..,..,..,..,..,..,..,..,0.48,0.49,0.50,0.50,0.52,0.54,0.56,0.59,0.62,0.61,0.63,0.64,0.64,0.63,0.62,0.61,0.60,0.60,0.60,0.61
167.00,Togo,0.41,0.41,0.40,0.39,0.40,0.41,0.42,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.50,0.50,0.51,0.51,0.52
104.00,Tonga,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.69,0.68,0.68,0.68,0.69,0.69,0.69,0.70,0.70,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.73
67.00,Trinidad and Tobago,0.67,0.67,0.67,0.67,0.68,0.68,0.69,0.70,0.69,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.80,0.80,0.80
95.00,Tunisia,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.66,0.66,0.67,0.68,0.69,0.69,0.70,0.71,0.71,0.72,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.74,0.74
54.00,Turkey,0.58,0.59,0.59,0.60,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.68,0.69,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.77,0.79,0.80,0.80,0.81,0.81,0.82,0.82
111.00,Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.67,0.67,0.68,0.69,0.69,0.69,0.70,0.70,0.71,0.72
159.00,Uganda,0.32,0.32,0.31,0.32,0.32,0.33,0.34,0.36,0.37,0.39,0.40,0.41,0.43,0.44,0.44,0.44,0.46,0.47,0.48,0.49,0.50,0.50,0.51,0.51,0.52,0.53,0.53,0.53,0.54,0.54
74.00,Ukraine,0.73,0.72,0.71,0.70,0.69,0.69,0.68,0.69,0.69,0.69,0.69,0.71,0.72,0.73,0.73,0.74,0.74,0.75,0.76,0.75,0.76,0.76,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.78
31.00,United Arab Emirates,0.72,0.74,0.74,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.78,0.79,0.79,0.80,0.80,0.81,0.81,0.82,0.82,0.82,0.82,0.83,0.83,0.84,0.85,0.86,0.86,0.88,0.89,0.89
13.00,United Kingdom,0.78,0.79,0.81,0.82,0.83,0.85,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.89,0.89,0.90,0.90,0.90,0.90,0.91,0.91,0.91,0.90,0.92,0.93,0.92,0.92,0.93,0.93,0.93
17.00,United States,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.90,0.90,0.90,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93
55.00,Uruguay,0.69,0.70,0.70,0.71,0.71,0.71,0.72,0.73,0.74,0.74,0.74,0.75,0.75,0.75,0.76,0.76,0.76,0.77,0.77,0.78,0.78,0.79,0.79,0.80,0.80,0.81,0.81,0.81,0.82,0.82
106.00,Uzbekistan,..,..,..,..,..,..,..,..,..,..,0.60,0.61,0.61,0.62,0.63,0.63,0.64,0.65,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.71,0.72,0.72
140.00,Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.57,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.60,0.60,0.60,0.60,0.61
113.00,Venezuela (Bolivarian Republic of),0.64,0.65,0.66,0.66,0.66,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.69,0.69,0.70,0.72,0.73,0.75,0.76,0.76,0.76,0.77,0.77,0.78,0.78,0.77,0.76,0.74,0.73,0.71
117.00,Viet Nam,0.48,0.49,0.50,0.51,0.53,0.54,0.55,0.55,0.57,0.57,0.59,0.59,0.60,0.61,0.62,0.62,0.63,0.64,0.65,0.66,0.66,0.67,0.68,0.68,0.68,0.69,0.69,0.70,0.70,0.70
179.00,Yemen,0.40,0.40,0.40,0.41,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.50,0.50,0.51,0.51,0.50,0.51,0.50,0.48,0.47,0.47,0.47,0.47
146.00,Zambia,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.50,0.52,0.53,0.53,0.55,0.56,0.56,0.57,0.57,0.58,0.58,0.58
150.00,Zimbabwe,0.48,0.48,0.47,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.41,0.41,0.41,0.41,0.42,0.42,0.46,0.48,0.50,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.57
,Human Development,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
 ,Very high human development,0.78,0.78,0.78,0.79,0.80,0.80,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.90
 ,High human development,0.57,0.57,0.58,0.58,0.59,0.60,0.60,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.67,0.68,0.68,0.69,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.74,0.75,0.75,0.75
 ,Medium human development,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.60,0.61,0.62,0.63,0.63,0.63,0.63
 ,Low human development,0.35,0.35,0.36,0.36,0.36,0.36,0.37,0.37,0.38,0.38,0.39,0.39,0.40,0.42,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.48,0.49,0.50,0.50,0.50,0.51,0.51,0.51
 ,Developing Countries,0.52,0.52,0.53,0.53,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.58,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.64,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.69,0.69
,Regions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
 ,Arab States,0.56,0.56,0.57,0.57,0.58,0.58,0.59,0.59,0.60,0.61,0.61,0.62,0.62,0.63,0.64,0.65,0.65,0.66,0.67,0.67,0.68,0.68,0.69,0.69,0.69,0.70,0.70,0.70,0.70,0.71
 ,East Asia and the Pacific,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.60,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.74,0.75
 ,Europe and Central Asia,0.65,0.65,0.65,0.64,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.77,0.77,0.78,0.78,0.79
 ,Latin America and the Caribbean,0.63,0.63,0.64,0.64,0.65,0.66,0.66,0.67,0.68,0.68,0.69,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.73,0.73,0.73,0.74,0.74,0.75,0.75,0.75,0.76,0.76,0.76,0.77
 ,South Asia,0.44,0.45,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61,0.62,0.62,0.63,0.64,0.64,0.64
 ,Sub-Saharan Africa,0.40,0.40,0.40,0.41,0.41,0.41,0.42,0.42,0.42,0.43,0.42,0.43,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.53,0.54,0.54,0.54,0.55
 ,Least Developed Countries,0.35,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.41,0.42,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.50,0.51,0.52,0.52,0.53,0.53,0.54
 ,Small Island Developing States,0.60,0.60,0.60,0.61,0.61,0.62,0.62,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.69,0.69,0.70,0.71,0.70,0.71,0.71,0.72,0.72,0.72,0.72,0.73
 ,Organization for Economic Co-operation and Development,0.79,0.79,0.79,0.80,0.81,0.81,0.82,0.82,0.83,0.83,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.90,0.90
 ,World,0.60,0.60,0.60,0.61,0.61,0.62,0.62,0.62,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.68,0.69,0.69,0.70,0.70,0.71,0.71,0.72,0.72,0.73,0.73,0.73,0.74
